Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01200000  	 6.61133408  	 6.61134016 
1.01311111  	 6.69267213  	 6.69267657 
1.01422222  	 6.77619888  	 6.77620306 
1.01533333  	 6.86369381  	 6.86369772 
1.01644444  	 6.95745997  	 6.95746361 
1.01755556  	 7.06079320  	 7.06079654 
1.01866667  	 7.17889883  	 7.17890184 
1.01977778  	 7.32086394  	 7.32086656 
1.01988889  	 7.33691945  	 7.33692272 
1.02001587  	 7.35578233  	 7.35578666 
1.02014286  	 7.37521930  	 7.37522351 
1.02026984  	 7.39526532  	 7.39526940 
1.02039683  	 7.41595564  	 7.41595959 
1.02052381  	 7.43732261  	 7.43732642 
1.02065080  	 7.45939977  	 7.45940345 
1.02077778  	 7.48221001  	 7.48221354 
1.02088889  	 7.50278547  	 7.50278764 
1.02200000  	 7.73330209  	 7.73331004 
