Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.47497819  	 6.47419800 
1.01285714  	 6.65916157  	 6.70439400 
1.01571429  	 6.82181316  	 6.87851100 
1.01857143  	 6.96749327  	 7.01597100 
1.02142857  	 7.09900889  	 7.12814300 
1.02428571  	 7.21820946  	 7.22201700 
1.02457142  	 7.22950349  	 7.22950403 
1.02489796  	 7.24227787  	 7.24227809 
1.02522449  	 7.25491029  	 7.25491051 
1.02555102  	 7.26740226  	 7.26740247 
1.02587755  	 7.27975544  	 7.27975564 
1.02620408  	 7.29197058  	 7.29197078 
1.02653061  	 7.30404945  	 7.30404965 
1.02685715  	 7.31599233  	 7.31599332 
1.02714286  	 7.32633266  	 7.30212800 
1.03000000  	 7.42421646  	 7.37155600 
1.03285714  	 7.51246765  	 7.43247900 
1.03571429  	 7.59159957  	 7.48648900 
1.03857143  	 7.66214270  	 7.66214328 
1.04142857  	 7.72470102  	 7.72470150 
1.04428571  	 7.77996911  	 7.77996950 
1.04714286  	 7.82869964  	 7.82869995 
1.05000000  	 7.87166353  	 7.87166378 
