Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.48242930  	 6.47419800 
1.01285714  	 6.64896721  	 6.70439400 
1.01571429  	 6.78832673  	 6.87851100 
1.01857143  	 6.90692381  	 7.01597100 
1.02142857  	 7.00933072  	 7.12814300 
1.02171428  	 7.01881662  	 7.01881716 
1.02204081  	 7.02950446  	 7.02950474 
1.02236734  	 7.04003226  	 7.04003253 
1.02269387  	 7.05040435  	 7.05040462 
1.02302041  	 7.06062466  	 7.06062493 
1.02334694  	 7.07069570  	 7.07069597 
1.02367347  	 7.08062176  	 7.08062202 
1.02400000  	 7.09040571  	 7.09040597 
1.02428571  	 7.09885299  	 7.22201700 
1.02714286  	 7.17792656  	 7.30212800 
1.03000000  	 7.24838152  	 7.37155600 
1.03285714  	 7.31162148  	 7.43247900 
1.03571429  	 7.36874282  	 7.48648900 
1.03857143  	 7.42061701  	 7.42061791 
1.04142857  	 7.46794905  	 7.46794987 
1.04428571  	 7.51131522  	 7.51131598 
1.04714286  	 7.55119260  	 7.55119329 
1.05000000  	 7.58798379  	 7.58798443 
