Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.48257954  	 6.48258008 
1.01285714  	 6.65496023  	 6.65496066 
1.01571429  	 6.80088392  	 6.80088430 
1.01857143  	 6.92626938  	 6.92626972 
1.02142857  	 7.03535293  	 7.03535323 
1.02428571  	 7.13123799  	 7.13123826 
1.02457142  	 7.14019505  	 7.14019559 
1.02489796  	 7.15030201  	 7.15030226 
1.02522449  	 7.16027277  	 7.16027301 
1.02555102  	 7.17011004  	 7.17011028 
1.02587755  	 7.17981673  	 7.17981697 
1.02620408  	 7.18939542  	 7.18939565 
1.02653061  	 7.19884887  	 7.19884910 
1.02685715  	 7.20817931  	 7.20817954 
1.02714286  	 7.21624415  	 7.21624440 
1.03000000  	 7.29213970  	 7.29213992 
1.03285714  	 7.36029986  	 7.36030006 
1.03571429  	 7.42181570  	 7.42181661 
1.03857143  	 7.47756726  	 7.47756809 
1.04142857  	 7.52827955  	 7.52828030 
1.04428571  	 7.57455361  	 7.57455428 
1.04714286  	 7.61690069  	 7.61690130 
1.05000000  	 7.65575466  	 7.65575520 
