Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.49583502  	 6.49583556 
1.01028571  	 6.52244181  	 6.52244224 
1.01057143  	 6.54997751  	 6.54997793 
1.01085714  	 6.57876864  	 6.57876905 
1.01114286  	 6.60927824  	 6.60927865 
1.01142857  	 6.64218838  	 6.64218878 
1.01171429  	 6.67859869  	 6.67859907 
1.01200000  	 6.72045203  	 6.72045241 
1.01228571  	 6.77179919  	 6.77179955 
1.01257143  	 6.84391198  	 6.84391233 
1.01285714  	 7.01530749  	 7.01530782 
1.01286000  	 7.01978096  	 7.01978422 
1.01286571  	 7.02947913  	 7.02948553 
1.01287143  	 7.04041234  	 7.04041868 
1.01287714  	 7.05302093  	 7.05302720 
1.01288286  	 7.06799943  	 7.06800562 
1.01288343  	 7.06967453  	 7.06967780 
1.01288408  	 7.07163087  	 7.07163695 
1.01288474  	 7.07363160  	 7.07363767 
1.01288539  	 7.07569457  	 7.07570062 
1.01288604  	 7.07781934  	 7.07782538 
1.01288669  	 7.07999945  	 7.08000547 
1.01288735  	 7.08225251  	 7.08225852 
1.01288800  	 7.08457198  	 7.08457797 
1.01288857  	 7.08667292  	 7.08667901 
1.01289429  	 7.11212977  	 7.11213574 
1.01290000  	 7.15608696  	 7.15609276 
