Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.46522965  	 6.46523019 
1.01285714  	 6.66782960  	 6.66783003 
1.01571429  	 6.87159914  	 6.87159952 
1.01857143  	 7.09389600  	 7.09389632 
1.01885714  	 7.11796711  	 7.11796765 
1.01918367  	 7.14602406  	 7.14602431 
1.01951020  	 7.17471110  	 7.17471134 
1.01983673  	 7.20407958  	 7.20407982 
1.02016327  	 7.23418380  	 7.23418403 
1.02048980  	 7.26507676  	 7.26507698 
1.02081633  	 7.29681416  	 7.29681436 
1.02114286  	 7.32944798  	 7.32944818 
1.02142857  	 7.35877489  	 7.35877515 
1.02428571  	 7.68692164  	 7.68692255 
