Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.46795890  	 6.46795944 
1.01105263  	 6.54780000  	 6.54780044 
1.01210526  	 6.62871922  	 6.62871963 
1.01315789  	 6.71304677  	 6.71304716 
1.01421053  	 6.80394918  	 6.80394955 
1.01526316  	 6.90647385  	 6.90647419 
1.01631579  	 7.03037649  	 7.03037680 
1.01676237  	 7.09430915  	 7.09430969 
1.01704808  	 7.14093891  	 7.14093917 
1.01733380  	 7.19389434  	 7.19389459 
1.01736842  	 7.20085316  	 7.20085344 
1.01761951  	 7.25584866  	 7.25584889 
1.01790523  	 7.33159340  	 7.33159361 
1.01819094  	 7.43085267  	 7.43085362 
1.01842105  	 7.54236417  	 7.54236439 
1.01847666  	 7.57594325  	 7.57594406 
