Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.48022644  	 6.48022698 
1.01285714  	 6.65793960  	 6.65794003 
1.01571429  	 6.81069198  	 6.81069236 
1.01857143  	 6.94377777  	 6.94377811 
1.02142857  	 7.06090927  	 7.06090957 
1.02428571  	 7.16480714  	 7.16480740 
1.02714286  	 7.25751773  	 7.25751797 
1.03000000  	 7.34061661  	 7.34061682 
1.03285714  	 7.41534813  	 7.41534907 
1.03571429  	 7.48272248  	 7.48272331 
1.03857143  	 7.54357896  	 7.54357970 
1.04142857  	 7.59863251  	 7.59863316 
1.04428571  	 7.64850797  	 7.64850854 
1.04714286  	 7.69375540  	 7.69375590 
1.05000000  	 7.73486589  	 7.73486633 
