Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.48910649  	 6.48910919 
1.01222222  	 6.71839915  	 6.71840130 
1.01300000  	 6.85870935  	 6.85871262 
1.01310000  	 6.88697982  	 6.88698728 
1.01320000  	 6.92139713  	 6.92140440 
1.01330000  	 6.96666852  	 6.96667556 
1.01340000  	 7.03722186  	 7.03722861 
1.01341000  	 7.04734757  	 7.04735084 
1.01343667  	 7.08026502  	 7.08027124 
1.01346333  	 7.12988416  	 7.12989017 
1.01347000  	 7.14813722  	 7.14814049 
1.01348000  	 7.18686812  	 7.18687368 
1.01349000  	 7.34679800  	 7.34680368 
1.01350000  	 7.36495311  	 7.36495940 
