Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.46525235  	 6.46525289 
1.01285714  	 6.67059477  	 6.67059520 
1.01571429  	 6.88218976  	 6.88219014 
1.01857143  	 7.12542399  	 7.12542431 
1.01951102  	 7.21937502  	 7.21937556 
1.01979673  	 7.25001183  	 7.25001205 
1.02008245  	 7.28178157  	 7.28178178 
1.02036816  	 7.31478922  	 7.31478943 
1.02065388  	 7.34914697  	 7.34914794 
1.02093959  	 7.38496529  	 7.38496622 
1.02122531  	 7.42234453  	 7.42234541 
1.02142857  	 7.44992978  	 7.44993003 
1.02151102  	 7.46135851  	 7.46135933 
1.02200000  	 7.53194336  	 7.53194944 
1.02300000  	 7.68712099  	 7.68712848 
