Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01200000  	 6.61689120  	 6.61689728 
1.01288889  	 6.68524554  	 6.68524997 
1.01377778  	 6.75641478  	 6.75641899 
1.01466667  	 6.83210037  	 6.83210435 
1.01555556  	 6.91472787  	 6.91473161 
1.01644444  	 7.00816199  	 7.00816546 
1.01733333  	 7.11942241  	 7.11942558 
1.01822222  	 7.26393576  	 7.26393858 
1.01831111  	 7.28142800  	 7.28143127 
1.01841270  	 7.30237159  	 7.30237628 
1.01851428  	 7.32446335  	 7.32446790 
1.01861587  	 7.34784960  	 7.34785401 
1.01871746  	 7.37270478  	 7.37270904 
1.01881905  	 7.39923860  	 7.39924270 
1.01892063  	 7.42770243  	 7.42770636 
1.01902222  	 7.45837945  	 7.45838319 
1.01911111  	 7.48729651  	 7.48729887 
1.01920000  	 7.51838222  	 7.51838549 
1.01950000  	 7.64140903  	 7.64141217 
