Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.47783660  	 6.47783714 
1.01142857  	 6.59811116  	 6.59811159 
1.01285714  	 6.73752266  	 6.73752306 
1.01300000  	 6.75372160  	 6.75372768 
1.01337500  	 6.79967238  	 6.79967637 
1.01375000  	 6.85260971  	 6.85261355 
1.01412500  	 6.91714996  	 6.91715363 
1.01428571  	 6.95066062  	 6.95066098 
1.01438571  	 6.97422239  	 6.97422293 
1.01440000  	 6.97780122  	 6.97780176 
1.01450000  	 7.00466157  	 7.00466503 
1.01451429  	 7.00879726  	 7.00879755 
1.01462857  	 7.04533048  	 7.04533076 
1.01474286  	 7.09055856  	 7.09055883 
1.01485714  	 7.15170640  	 7.15170665 
1.01488163  	 7.16844530  	 7.16844554 
1.01489469  	 7.17817619  	 7.17817642 
1.01490775  	 7.18857912  	 7.18857935 
1.01492082  	 7.19977866  	 7.19977889 
1.01493388  	 7.21190822  	 7.21190845 
1.01494694  	 7.22517674  	 7.22517697 
1.01496000  	 7.23986139  	 7.23986161 
1.01497143  	 7.25418352  	 7.25418376 
