Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.00900000  	 6.40020000  	 6.40020608 
1.01000000  	 6.48398848  	 6.48399456 
1.01005556  	 6.48871373  	 6.48871885 
1.01111111  	 6.58191053  	 6.58191536 
1.01216666  	 6.68875960  	 6.68876413 
1.01222222  	 6.69509490  	 6.69509975 
1.01322222  	 6.83719392  	 6.83720000 
1.01333333  	 6.85901746  	 6.85902119 
1.01344444  	 6.88331948  	 6.88332313 
1.01355555  	 6.91099529  	 6.91099886 
1.01366666  	 6.94353649  	 6.94353998 
1.01377778  	 6.98376324  	 6.98376662 
1.01388889  	 7.03814248  	 7.03814573 
1.01388890  	 7.03814400  	 7.03815008 
1.01388891  	 7.03815008  	 7.03815616 
1.01388892  	 7.03815616  	 7.03816224 
1.01391669  	 7.05570943  	 7.05571250 
1.01394446  	 7.07589156  	 7.07589458 
1.01397223  	 7.09981784  	 7.09982079 
1.01400000  	 7.12955985  	 7.12956274 
1.01400010  	 7.12968208  	 7.12968563 
1.01400343  	 7.13381922  	 7.13382249 
1.01400724  	 7.13873489  	 7.13874054 
1.01401105  	 7.14387576  	 7.14388139 
1.01401486  	 7.14926550  	 7.14927109 
1.01401866  	 7.15493243  	 7.15493799 
1.01402247  	 7.16090930  	 7.16091482 
1.01402285  	 7.16152644  	 7.16152971 
1.01402329  	 7.16223281  	 7.16223829 
1.01402372  	 7.16294953  	 7.16295500 
1.01402416  	 7.16366564  	 7.16367110 
1.01402459  	 7.16439205  	 7.16439752 
1.01402503  	 7.16511784  	 7.16512330 
1.01402546  	 7.16585390  	 7.16585935 
1.01402590  	 7.16659476  	 7.16660020 
1.01402594  	 7.16666007  	 7.16666333 
1.01402598  	 7.16673081  	 7.16673626 
1.01402602  	 7.16680700  	 7.16681244 
1.01402607  	 7.16688318  	 7.16688862 
1.01402611  	 7.16695391  	 7.16695935 
1.01402616  	 7.16703007  	 7.16703551 
1.01402620  	 7.16710623  	 7.16711167 
1.01402624  	 7.16717694  	 7.16718238 
1.01402628  	 7.16724392  	 7.16724940 
1.01403009  	 7.17398211  	 7.17398755 
1.01403342  	 7.18025799  	 7.18026418 
1.01406674  	 7.29386476  	 7.29387059 
