Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01200000  	 6.63558720  	 6.63559328 
1.01255556  	 6.68457944  	 6.68458381 
1.01311111  	 6.73692687  	 6.73693108 
1.01366667  	 6.79425220  	 6.79425624 
1.01422222  	 6.85922368  	 6.85922754 
1.01477778  	 6.93685853  	 6.93686218 
1.01533333  	 7.03882825  	 7.03883166 
1.01588889  	 7.20784069  	 7.20784377 
1.01590000  	 7.21293792  	 7.21294400 
1.01591571  	 7.22036976  	 7.22037302 
1.01593367  	 7.22920854  	 7.22921363 
1.01595163  	 7.23846055  	 7.23846558 
1.01596959  	 7.24816847  	 7.24817344 
1.01598755  	 7.25838110  	 7.25838601 
1.01600551  	 7.26917181  	 7.26917665 
1.01602347  	 7.28061688  	 7.28062165 
1.01604143  	 7.29280822  	 7.29281292 
1.01605714  	 7.30419179  	 7.30419431 
1.01621429  	 7.51000184  	 7.51000406 
