Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01340000  	 6.98773675  	 6.98773945 
1.01342222  	 7.00171588  	 7.00172308 
1.01344444  	 7.01746836  	 7.01747546 
1.01346667  	 7.03561331  	 7.03562030 
1.01348889  	 7.05716071  	 7.05716757 
1.01351111  	 7.08401948  	 7.08402619 
1.01352000  	 7.12391455  	 7.12392027 
1.01352500  	 7.12391455  	 7.12392027 
1.01353000  	 7.12391455  	 7.12392027 
1.01353333  	 7.12052843  	 7.12053494 
1.01353500  	 7.12391455  	 7.12391782 
1.01353800  	 7.13033741  	 7.13034067 
1.01354267  	 7.14132710  	 7.14133278 
1.01354733  	 7.15389387  	 7.15389948 
1.01355200  	 7.16865825  	 7.16866377 
1.01355556  	 7.18207424  	 7.18208049 
