Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.47524733  	 6.47524787 
1.01142857  	 6.59247585  	 6.59247628 
1.01285714  	 6.72378368  	 6.72378422 
1.01428571  	 6.90006645  	 6.90006681 
1.01430000  	 6.90234490  	 6.90234544 
1.01444005  	 6.92564832  	 6.92564886 
1.01449286  	 6.93494181  	 6.93494212 
1.01468571  	 6.97180293  	 6.97180323 
1.01472576  	 6.98014143  	 6.98014173 
1.01487857  	 7.01476866  	 7.01476895 
1.01501148  	 7.04958710  	 7.04958739 
1.01507143  	 7.06723278  	 7.06723306 
1.01524308  	 7.12779995  	 7.12780049 
1.01526429  	 7.13672074  	 7.13672101 
1.01529719  	 7.15143757  	 7.15143784 
1.01530022  	 7.15285183  	 7.15285208 
1.01535737  	 7.18177433  	 7.18177457 
1.01541451  	 7.21628242  	 7.21628265 
1.01543139  	 7.22796052  	 7.22796106 
1.01543425  	 7.23002303  	 7.23002325 
1.01543710  	 7.23210368  	 7.23210390 
1.01543996  	 7.23421846  	 7.23421868 
1.01544025  	 7.23443451  	 7.23443505 
1.01544057  	 7.23467317  	 7.23467339 
1.01544090  	 7.23491960  	 7.23491982 
1.01544123  	 7.23516639  	 7.23516660 
1.01544126  	 7.23518843  	 7.23518897 
1.01544130  	 7.23521867  	 7.23521888 
1.01544134  	 7.23524869  	 7.23524890 
1.01544137  	 7.23527109  	 7.23527131 
1.01544141  	 7.23530111  	 7.23530133 
1.01544144  	 7.23532351  	 7.23532373 
1.01544148  	 7.23535353  	 7.23535375 
1.01544152  	 7.23538354  	 7.23538376 
1.01544155  	 7.23540591  	 7.23540613 
1.01544188  	 7.23565363  	 7.23565384 
1.01544221  	 7.23590148  	 7.23590170 
1.01544253  	 7.23614229  	 7.23614251 
1.01544282  	 7.23636074  	 7.23636096 
1.01544568  	 7.23853135  	 7.23853157 
1.01544853  	 7.24072351  	 7.24072373 
1.01545139  	 7.24295321  	 7.24295342 
1.01545714  	 7.24753381  	 7.24753406 
1.01547165  	 7.25970157  	 7.25970179 
1.01552879  	 7.32003475  	 7.32003496 
1.01558291  	 7.42129231  	 7.42129255 
1.01558594  	 7.43049930  	 7.43050027 
