Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01200000  	 6.62478304  	 6.62478912 
1.01261111  	 6.67453729  	 6.67454169 
1.01322222  	 6.72650815  	 6.72651239 
1.01383333  	 6.78166563  	 6.78166971 
1.01444444  	 6.84138936  	 6.84139325 
1.01505556  	 6.90779906  	 6.90780277 
1.01566667  	 6.98446283  	 6.98446633 
1.01627778  	 7.07835046  	 7.07835371 
1.01688889  	 7.20664703  	 7.20664998 
1.01695000  	 7.22291479  	 7.22291805 
1.01701984  	 7.24268637  	 7.24269145 
1.01708968  	 7.26393319  	 7.26393814 
1.01715952  	 7.28692491  	 7.28692972 
1.01722937  	 7.31204378  	 7.31204844 
1.01729921  	 7.33977769  	 7.33978218 
1.01736905  	 7.37083023  	 7.37083454 
1.01743889  	 7.40620344  	 7.40620755 
1.01750000  	 7.44188316  	 7.44188570 
