Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.47100268  	 6.47100322 
1.01105263  	 6.55337163  	 6.55337206 
1.01210526  	 6.63851290  	 6.63851331 
1.01315789  	 6.73027785  	 6.73027824 
1.01421053  	 6.83528561  	 6.83528597 
1.01526316  	 6.96838830  	 6.96838884 
1.01552632  	 7.01012844  	 7.01012898 
1.01555433  	 7.01488327  	 7.01488381 
1.01578948  	 7.05778473  	 7.05778501 
1.01584004  	 7.06782381  	 7.06782409 
1.01600000  	 7.10198670  	 7.10198724 
1.01612576  	 7.13200367  	 7.13200393 
1.01614286  	 7.13634576  	 7.13634602 
1.01628571  	 7.17565899  	 7.17565924 
1.01641147  	 7.21602781  	 7.21602805 
1.01642857  	 7.22206079  	 7.22206103 
1.01657143  	 7.27951538  	 7.27951561 
1.01669719  	 7.34599911  	 7.34599933 
1.01671429  	 7.35686467  	 7.35686487 
1.01685714  	 7.48211930  	 7.48212022 
