f0           	 log10(rhophA) 	 log10(rhophB)
-3.70000000 	 -5.29121082 	 -5.29121059
-3.72051282 	 -5.29543986 	 -5.29543964
-3.74102564 	 -5.29948818 	 -5.29948775
-3.76153846 	 -5.30336221 	 -5.30336180
-3.78205128 	 -5.30706875 	 -5.30706836
-3.80256410 	 -5.31061530 	 -5.31061492
-3.82307692 	 -5.31400814 	 -5.31400777
-3.84358974 	 -5.31725295 	 -5.31725260
-3.86410256 	 -5.32035633 	 -5.32035600
-3.88461538 	 -5.32332402 	 -5.32332370
-3.90512821 	 -5.32616144 	 -5.32616113
-3.92564103 	 -5.32887404 	 -5.32887374
-3.94615385 	 -5.33146713 	 -5.33146684
-3.96666667 	 -5.33394605 	 -5.33394570
-3.98717949 	 -5.33631515 	 -5.33631482
-4.00769231 	 -5.33857899 	 -5.33857867
-4.02820513 	 -5.34074242 	 -5.34074212
-4.04871795 	 -5.34280981 	 -5.34280952
-4.06923077 	 -5.34478491 	 -5.34478463
-4.08974359 	 -5.34667185 	 -5.34667158
-4.11025641 	 -5.34847458 	 -5.34847433
-4.13076923 	 -5.35019651 	 -5.35019626
-4.15128205 	 -5.35184110 	 -5.35184086
-4.17179487 	 -5.35341202 	 -5.35341160
-4.19230769 	 -5.35491266 	 -5.35491225
-4.21282051 	 -5.35634515 	 -5.35634476
-4.23333333 	 -5.35771358 	 -5.35771321
-4.25384615 	 -5.35901999 	 -5.35901964
-4.27435897 	 -5.36026763 	 -5.36026729
-4.29487179 	 -5.36145877 	 -5.36145844
-4.31538462 	 -5.36259594 	 -5.36259563
-4.33589744 	 -5.36368193 	 -5.36368163
-4.35641026 	 -5.36471840 	 -5.36471816
-4.37692308 	 -5.36570795 	 -5.36570772
-4.39743590 	 -5.36665271 	 -5.36665248
-4.41794872 	 -5.36755447 	 -5.36755405
-4.43846154 	 -5.36841507 	 -5.36841466
-4.45897436 	 -5.36923697 	 -5.36923658
-4.47948718 	 -5.37002118 	 -5.37002081
-4.50000000 	 -5.37076959 	 -5.37076924
