Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01776014  	 7.15083809  	 7.15084378 
1.01787302  	 7.16894158  	 7.16894727 
1.01798589  	 7.18790795  	 7.18791435 
1.01814815  	 7.21692879  	 7.21693590 
1.01820000  	 7.22670301  	 7.22670657 
1.01850000  	 7.28912434  	 7.28912790 
1.01853000  	 7.29602829  	 7.29602829 
1.01859000  	 7.31026871  	 7.31026872 
1.01865000  	 7.32513891  	 7.32513891 
1.01871000  	 7.34070581  	 7.34070581 
1.01880000  	 7.36553323  	 7.36553678 
1.01900000  	 7.42869056  	 7.42869412 
