r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.000031e+06 	1.629828e+09 	9.384055e+02 	1.788970e+22 	6.520100e+02 	3.178969e+08 	4.875270e+05 	1.346320e+39 	9.065344e+38 	4.663430e+07 	3.333333e-01 	
1.000679e+06 	1.626567e+09 	9.303961e+02 	1.774671e+22 	6.566688e+02 	3.175787e+08 	4.835838e+05 	1.344398e+39 	9.055246e+38 	4.632613e+07 	3.333333e-01 	
1.001329e+06 	1.623310e+09 	9.224551e+02 	1.760476e+22 	6.613589e+02 	3.172606e+08 	4.796735e+05 	1.342478e+39 	9.045157e+38 	4.602008e+07 	3.333333e-01 	
1.001980e+06 	1.620057e+09 	9.145818e+02 	1.746386e+22 	6.660806e+02 	3.169426e+08 	4.757959e+05 	1.340560e+39 	9.035077e+38 	4.571613e+07 	3.333333e-01 	
1.002633e+06 	1.616809e+09 	9.067758e+02 	1.732399e+22 	6.708339e+02 	3.166247e+08 	4.719507e+05 	1.338644e+39 	9.025005e+38 	4.541426e+07 	3.333333e-01 	
1.003288e+06 	1.613566e+09 	8.990363e+02 	1.718515e+22 	6.756193e+02 	3.163070e+08 	4.681377e+05 	1.336730e+39 	9.014943e+38 	4.511447e+07 	3.333333e-01 	
1.003945e+06 	1.610326e+09 	8.913630e+02 	1.704734e+22 	6.804367e+02 	3.159893e+08 	4.643565e+05 	1.334818e+39 	9.004890e+38 	4.481672e+07 	3.333333e-01 	
1.004603e+06 	1.607091e+09 	8.837551e+02 	1.691053e+22 	6.852865e+02 	3.156717e+08 	4.606070e+05 	1.332907e+39 	8.994845e+38 	4.452102e+07 	3.333333e-01 	
1.005264e+06 	1.603860e+09 	8.762122e+02 	1.677474e+22 	6.901687e+02 	3.153543e+08 	4.568887e+05 	1.330999e+39 	8.984810e+38 	4.422735e+07 	3.333333e-01 	
1.005926e+06 	1.600634e+09 	8.687336e+02 	1.663994e+22 	6.950837e+02 	3.150369e+08 	4.532015e+05 	1.329093e+39 	8.974785e+38 	4.393569e+07 	3.333333e-01 	
1.006590e+06 	1.597411e+09 	8.613189e+02 	1.650614e+22 	7.000317e+02 	3.147196e+08 	4.495451e+05 	1.327188e+39 	8.964768e+38 	4.364602e+07 	3.333333e-01 	
1.007256e+06 	1.594194e+09 	8.539675e+02 	1.637333e+22 	7.050128e+02 	3.144025e+08 	4.459192e+05 	1.325286e+39 	8.954761e+38 	4.335834e+07 	3.333333e-01 	
1.007924e+06 	1.590980e+09 	8.466788e+02 	1.624150e+22 	7.100272e+02 	3.140855e+08 	4.423236e+05 	1.323385e+39 	8.944763e+38 	4.307262e+07 	3.333333e-01 	
1.008593e+06 	1.587771e+09 	8.394523e+02 	1.611066e+22 	7.150754e+02 	3.137686e+08 	4.387579e+05 	1.321487e+39 	8.934774e+38 	4.278886e+07 	3.333333e-01 	
1.009264e+06 	1.584567e+09 	8.322875e+02 	1.598078e+22 	7.201572e+02 	3.134518e+08 	4.352219e+05 	1.319590e+39 	8.924795e+38 	4.250703e+07 	3.333333e-01 	
1.009938e+06 	1.581366e+09 	8.251838e+02 	1.585187e+22 	7.252731e+02 	3.131351e+08 	4.317154e+05 	1.317696e+39 	8.914824e+38 	4.222713e+07 	3.333333e-01 	
1.010613e+06 	1.578171e+09 	8.181408e+02 	1.572391e+22 	7.304232e+02 	3.128185e+08 	4.282381e+05 	1.315803e+39 	8.904863e+38 	4.194915e+07 	3.333333e-01 	
1.011289e+06 	1.574979e+09 	8.111579e+02 	1.559691e+22 	7.356077e+02 	3.125021e+08 	4.247898e+05 	1.313913e+39 	8.894911e+38 	4.167306e+07 	3.333333e-01 	
1.011968e+06 	1.571792e+09 	8.042346e+02 	1.547085e+22 	7.408268e+02 	3.121857e+08 	4.213703e+05 	1.312024e+39 	8.884969e+38 	4.139886e+07 	3.333333e-01 	
1.012649e+06 	1.568610e+09 	7.973704e+02 	1.534574e+22 	7.460807e+02 	3.118695e+08 	4.179792e+05 	1.310138e+39 	8.875036e+38 	4.112653e+07 	3.333333e-01 	
1.013331e+06 	1.565431e+09 	7.905647e+02 	1.522155e+22 	7.513697e+02 	3.115534e+08 	4.146163e+05 	1.308253e+39 	8.865113e+38 	4.085606e+07 	3.333333e-01 	
1.014015e+06 	1.562257e+09 	7.838172e+02 	1.509829e+22 	7.566940e+02 	3.112374e+08 	4.112815e+05 	1.306371e+39 	8.855199e+38 	4.058743e+07 	3.333333e-01 	
1.014702e+06 	1.559088e+09 	7.771272e+02 	1.497595e+22 	7.620538e+02 	3.109215e+08 	4.079744e+05 	1.304490e+39 	8.845295e+38 	4.032064e+07 	3.333333e-01 	
1.015390e+06 	1.555923e+09 	7.704944e+02 	1.485453e+22 	7.674493e+02 	3.106058e+08 	4.046948e+05 	1.302612e+39 	8.835400e+38 	4.005566e+07 	3.333333e-01 	
1.016079e+06 	1.552762e+09 	7.639181e+02 	1.473402e+22 	7.728809e+02 	3.102901e+08 	4.014424e+05 	1.300736e+39 	8.825514e+38 	3.979249e+07 	3.333333e-01 	
1.016771e+06 	1.549606e+09 	7.573980e+02 	1.461441e+22 	7.783486e+02 	3.099746e+08 	3.982171e+05 	1.298862e+39 	8.815638e+38 	3.953111e+07 	3.333333e-01 	
1.017465e+06 	1.546455e+09 	7.509335e+02 	1.449570e+22 	7.838527e+02 	3.096592e+08 	3.950186e+05 	1.296989e+39 	8.805772e+38 	3.927151e+07 	3.333333e-01 	
1.018160e+06 	1.543307e+09 	7.445242e+02 	1.437788e+22 	7.893935e+02 	3.093440e+08 	3.918466e+05 	1.295119e+39 	8.795915e+38 	3.901367e+07 	3.333333e-01 	
1.018857e+06 	1.540165e+09 	7.381697e+02 	1.426095e+22 	7.949711e+02 	3.090288e+08 	3.887010e+05 	1.293251e+39 	8.786068e+38 	3.875760e+07 	3.333333e-01 	
1.019557e+06 	1.537026e+09 	7.318693e+02 	1.414490e+22 	8.005858e+02 	3.087138e+08 	3.855816e+05 	1.291385e+39 	8.776230e+38 	3.850326e+07 	3.333333e-01 	
1.020258e+06 	1.533892e+09 	7.256227e+02 	1.402972e+22 	8.062378e+02 	3.083989e+08 	3.824881e+05 	1.289521e+39 	8.766402e+38 	3.825065e+07 	3.333333e-01 	
1.020961e+06 	1.530763e+09 	7.194295e+02 	1.391541e+22 	8.119273e+02 	3.080842e+08 	3.794202e+05 	1.287660e+39 	8.756584e+38 	3.799977e+07 	3.333333e-01 	
1.021665e+06 	1.527638e+09 	7.132891e+02 	1.380195e+22 	8.176546e+02 	3.077695e+08 	3.763778e+05 	1.285800e+39 	8.746776e+38 	3.775059e+07 	3.333333e-01 	
1.022372e+06 	1.524517e+09 	7.072011e+02 	1.368936e+22 	8.234200e+02 	3.074550e+08 	3.733606e+05 	1.283942e+39 	8.736977e+38 	3.750310e+07 	3.333333e-01 	
1.023081e+06 	1.521401e+09 	7.011651e+02 	1.357762e+22 	8.292236e+02 	3.071407e+08 	3.703685e+05 	1.282087e+39 	8.727189e+38 	3.725729e+07 	3.333333e-01 	
1.023791e+06 	1.518289e+09 	6.951805e+02 	1.346672e+22 	8.350658e+02 	3.068264e+08 	3.674011e+05 	1.280234e+39 	8.717410e+38 	3.701315e+07 	3.333333e-01 	
1.024503e+06 	1.515182e+09 	6.892471e+02 	1.335667e+22 	8.409467e+02 	3.065123e+08 	3.644583e+05 	1.278382e+39 	8.707640e+38 	3.677066e+07 	3.333333e-01 	
1.025218e+06 	1.512080e+09 	6.833643e+02 	1.324745e+22 	8.468666e+02 	3.061983e+08 	3.615399e+05 	1.276533e+39 	8.697880e+38 	3.652982e+07 	3.333333e-01 	
1.025934e+06 	1.508982e+09 	6.775317e+02 	1.313905e+22 	8.528258e+02 	3.058845e+08 	3.586457e+05 	1.274686e+39 	8.688130e+38 	3.629062e+07 	3.333333e-01 	
1.026652e+06 	1.505888e+09 	6.717489e+02 	1.303148e+22 	8.588243e+02 	3.055708e+08 	3.557755e+05 	1.272841e+39 	8.678390e+38 	3.605304e+07 	3.333333e-01 	
1.027372e+06 	1.502799e+09 	6.660155e+02 	1.292473e+22 	8.648626e+02 	3.052572e+08 	3.529291e+05 	1.270999e+39 	8.668660e+38 	3.581707e+07 	3.333333e-01 	
1.028094e+06 	1.499714e+09 	6.603310e+02 	1.281879e+22 	8.709408e+02 	3.049437e+08 	3.501062e+05 	1.269158e+39 	8.658940e+38 	3.558269e+07 	3.333333e-01 	
1.028817e+06 	1.496634e+09 	6.546950e+02 	1.271365e+22 	8.770591e+02 	3.046304e+08 	3.473067e+05 	1.267319e+39 	8.649230e+38 	3.534991e+07 	3.333333e-01 	
1.029543e+06 	1.493558e+09 	6.491071e+02 	1.260932e+22 	8.832179e+02 	3.043172e+08 	3.445303e+05 	1.265483e+39 	8.639530e+38 	3.511871e+07 	3.333333e-01 	
1.030271e+06 	1.490487e+09 	6.435669e+02 	1.250578e+22 	8.894175e+02 	3.040041e+08 	3.417769e+05 	1.263649e+39 	8.629840e+38 	3.488907e+07 	3.333333e-01 	
1.031000e+06 	1.487420e+09 	6.380740e+02 	1.240303e+22 	8.956580e+02 	3.036912e+08 	3.390463e+05 	1.261817e+39 	8.620160e+38 	3.466098e+07 	3.333333e-01 	
1.031731e+06 	1.484358e+09 	6.326280e+02 	1.230107e+22 	9.019398e+02 	3.033785e+08 	3.363382e+05 	1.259987e+39 	8.610489e+38 	3.443443e+07 	3.333333e-01 	
1.032465e+06 	1.481300e+09 	6.272285e+02 	1.219989e+22 	9.082630e+02 	3.030658e+08 	3.336525e+05 	1.258160e+39 	8.600829e+38 	3.420942e+07 	3.333333e-01 	
1.033200e+06 	1.478247e+09 	6.218750e+02 	1.209948e+22 	9.146280e+02 	3.027533e+08 	3.309890e+05 	1.256334e+39 	8.591178e+38 	3.398593e+07 	3.333333e-01 	
1.033937e+06 	1.475198e+09 	6.165672e+02 	1.199984e+22 	9.210350e+02 	3.024410e+08 	3.283475e+05 	1.254511e+39 	8.581538e+38 	3.376395e+07 	3.333333e-01 	
1.034676e+06 	1.472154e+09 	6.113048e+02 	1.190097e+22 	9.274841e+02 	3.021288e+08 	3.257278e+05 	1.252690e+39 	8.571907e+38 	3.354347e+07 	3.333333e-01 	
1.035417e+06 	1.469115e+09 	6.060872e+02 	1.180285e+22 	9.339758e+02 	3.018167e+08 	3.231297e+05 	1.250871e+39 	8.562287e+38 	3.332448e+07 	3.333333e-01 	
1.036160e+06 	1.466079e+09 	6.009142e+02 	1.170549e+22 	9.405101e+02 	3.015048e+08 	3.205531e+05 	1.249054e+39 	8.552677e+38 	3.310697e+07 	3.333333e-01 	
1.036905e+06 	1.463049e+09 	5.957854e+02 	1.160887e+22 	9.470875e+02 	3.011930e+08 	3.179978e+05 	1.247240e+39 	8.543077e+38 	3.289093e+07 	3.333333e-01 	
1.037652e+06 	1.460023e+09 	5.907003e+02 	1.151299e+22 	9.537082e+02 	3.008813e+08 	3.154635e+05 	1.245427e+39 	8.533488e+38 	3.267634e+07 	3.333333e-01 	
1.038401e+06 	1.457001e+09 	5.856586e+02 	1.141786e+22 	9.603724e+02 	3.005698e+08 	3.129502e+05 	1.243617e+39 	8.523908e+38 	3.246321e+07 	3.333333e-01 	
1.039151e+06 	1.453984e+09 	5.806599e+02 	1.132346e+22 	9.670806e+02 	3.002585e+08 	3.104575e+05 	1.241809e+39 	8.514339e+38 	3.225151e+07 	3.333333e-01 	
1.039904e+06 	1.450972e+09 	5.757039e+02 	1.122979e+22 	9.738329e+02 	2.999473e+08 	3.079853e+05 	1.240004e+39 	8.504780e+38 	3.204124e+07 	3.333333e-01 	
1.040659e+06 	1.447964e+09 	5.707903e+02 	1.113684e+22 	9.806295e+02 	2.996362e+08 	3.055336e+05 	1.238200e+39 	8.495231e+38 	3.183238e+07 	3.333333e-01 	
1.041415e+06 	1.444961e+09 	5.659185e+02 	1.104460e+22 	9.874708e+02 	2.993253e+08 	3.031020e+05 	1.236399e+39 	8.485691e+38 	3.162494e+07 	3.333333e-01 	
1.042174e+06 	1.441962e+09 	5.610883e+02 	1.095309e+22 	9.943570e+02 	2.990145e+08 	3.006905e+05 	1.234600e+39 	8.476163e+38 	3.141889e+07 	3.333333e-01 	
