Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.48927933  	 6.48928539 
1.01333333  	 6.69378777  	 6.69379133 
1.01666667  	 6.86902688  	 6.86903044 
1.02000000  	 7.02050066  	 7.02050421 
1.02333333  	 7.15209888  	 7.15210244 
1.02666667  	 7.26666955  	 7.26667310 
1.03000000  	 7.36640288  	 7.36640644 
1.03333333  	 7.45309444  	 7.45309799 
1.03666667  	 7.52833711  	 7.52834066 
1.04000000  	 7.59359222  	 7.59359578 
