Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.51257398  	 6.51258004 
1.01222222  	 6.69071442  	 6.69071798 
1.01444444  	 6.87567442  	 6.87567798 
1.01666667  	 7.07665220  	 7.07665575 
1.01688889  	 7.09800202  	 7.09800202 
1.01733334  	 7.14149305  	 7.14149306 
1.01777778  	 7.18607344  	 7.18607345 
1.01822222  	 7.23175029  	 7.23175029 
1.01866667  	 7.27847688  	 7.27847689 
1.01888889  	 7.30219531  	 7.30219887 
1.02111111  	 7.54247264  	 7.54247620 
