Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.47817162  	 6.47817768 
1.01333333  	 6.66375029  	 6.66375384 
1.01666667  	 6.81791562  	 6.81791918 
1.02000000  	 6.94788184  	 6.94788540 
1.02333333  	 7.05890762  	 7.05891117 
1.02666667  	 7.15483651  	 7.15484006 
1.03000000  	 7.23850584  	 7.23850940 
1.03333333  	 7.31205251  	 7.31205606 
1.03666667  	 7.37712629  	 7.37712984 
1.04000000  	 7.43502496  	 7.43502851 
