r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.199957e+06 	1.585898e+09 	9.845231e+02 	1.604931e+22 	4.381299e+02 	3.135834e+08 	7.156790e+05 	1.705697e+39 	1.114710e+39 	5.975031e+07 	3.333333e-01 	
1.200504e+06 	1.583081e+09 	9.760591e+02 	1.593527e+22 	4.414735e+02 	3.133048e+08 	7.096276e+05 	1.703610e+39 	1.113615e+39 	5.933134e+07 	3.333333e-01 	
1.201052e+06 	1.580266e+09 	9.676678e+02 	1.582191e+22 	4.448412e+02 	3.130261e+08 	7.036289e+05 	1.701523e+39 	1.112520e+39 	5.891544e+07 	3.333333e-01 	
1.201603e+06 	1.577453e+09 	9.593487e+02 	1.570924e+22 	4.482332e+02 	3.127473e+08 	6.976824e+05 	1.699436e+39 	1.111425e+39 	5.850260e+07 	3.333333e-01 	
1.202156e+06 	1.574641e+09 	9.511011e+02 	1.559724e+22 	4.516495e+02 	3.124685e+08 	6.917878e+05 	1.697350e+39 	1.110331e+39 	5.809278e+07 	3.333333e-01 	
1.202710e+06 	1.571832e+09 	9.429243e+02 	1.548592e+22 	4.550904e+02 	3.121896e+08 	6.859446e+05 	1.695264e+39 	1.109236e+39 	5.768596e+07 	3.333333e-01 	
1.203267e+06 	1.569024e+09 	9.348179e+02 	1.537527e+22 	4.585560e+02 	3.119107e+08 	6.801522e+05 	1.693178e+39 	1.108142e+39 	5.728213e+07 	3.333333e-01 	
1.203826e+06 	1.566218e+09 	9.267812e+02 	1.526529e+22 	4.620466e+02 	3.116317e+08 	6.744102e+05 	1.691092e+39 	1.107049e+39 	5.688125e+07 	3.333333e-01 	
1.204387e+06 	1.563414e+09 	9.188136e+02 	1.515598e+22 	4.655622e+02 	3.113526e+08 	6.687182e+05 	1.689007e+39 	1.105955e+39 	5.648331e+07 	3.333333e-01 	
1.204950e+06 	1.560612e+09 	9.109145e+02 	1.504734e+22 	4.691030e+02 	3.110735e+08 	6.630757e+05 	1.686922e+39 	1.104862e+39 	5.608827e+07 	3.333333e-01 	
