r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.200030e+06 	1.459773e+09 	5.071455e+04 	1.604931e+22 	2.396827e+00 	3.008556e+08 	1.257408e+08 	1.018469e+39 	6.656126e+38 	3.246069e+09 	3.333333e-01 	
1.200044e+06 	1.456807e+09 	5.020206e+04 	1.590077e+22 	2.421227e+00 	3.005498e+08 	1.243451e+08 	1.018452e+39 	6.656065e+38 	3.217424e+09 	3.333333e-01 	
1.200059e+06 	1.453850e+09 	4.969476e+04 	1.575374e+22 	2.445876e+00 	3.002446e+08 	1.229651e+08 	1.018436e+39 	6.656003e+38 	3.189027e+09 	3.333333e-01 	
1.200074e+06 	1.450902e+09 	4.919258e+04 	1.560821e+22 	2.470775e+00 	2.999400e+08 	1.216005e+08 	1.018420e+39 	6.655941e+38 	3.160874e+09 	3.333333e-01 	
1.200089e+06 	1.447962e+09 	4.869548e+04 	1.546416e+22 	2.495928e+00 	2.996360e+08 	1.202511e+08 	1.018404e+39 	6.655879e+38 	3.132965e+09 	3.333333e-01 	
1.200104e+06 	1.445030e+09 	4.820340e+04 	1.532159e+22 	2.521337e+00 	2.993325e+08 	1.189169e+08 	1.018388e+39 	6.655816e+38 	3.105297e+09 	3.333333e-01 	
1.200118e+06 	1.442107e+09 	4.771629e+04 	1.518045e+22 	2.547005e+00 	2.990297e+08 	1.175976e+08 	1.018372e+39 	6.655754e+38 	3.077868e+09 	3.333333e-01 	
1.200133e+06 	1.439193e+09 	4.723410e+04 	1.504075e+22 	2.572934e+00 	2.987273e+08 	1.162930e+08 	1.018355e+39 	6.655691e+38 	3.050676e+09 	3.333333e-01 	
1.200148e+06 	1.436287e+09 	4.675679e+04 	1.490248e+22 	2.599127e+00 	2.984256e+08 	1.150030e+08 	1.018339e+39 	6.655628e+38 	3.023720e+09 	3.333333e-01 	
1.200163e+06 	1.433389e+09 	4.628430e+04 	1.476560e+22 	2.625587e+00 	2.981243e+08 	1.137274e+08 	1.018323e+39 	6.655565e+38 	2.996997e+09 	3.333333e-01 	
1.200178e+06 	1.430499e+09 	4.581658e+04 	1.463011e+22 	2.652316e+00 	2.978237e+08 	1.124661e+08 	1.018306e+39 	6.655502e+38 	2.970504e+09 	3.333333e-01 	
1.200192e+06 	1.427618e+09 	4.535360e+04 	1.449599e+22 	2.679317e+00 	2.975236e+08 	1.112189e+08 	1.018290e+39 	6.655439e+38 	2.944242e+09 	3.333333e-01 	
1.200207e+06 	1.424745e+09 	4.489529e+04 	1.436324e+22 	2.706593e+00 	2.972241e+08 	1.099856e+08 	1.018274e+39 	6.655376e+38 	2.918206e+09 	3.333333e-01 	
1.200222e+06 	1.421881e+09 	4.444161e+04 	1.423183e+22 	2.734146e+00 	2.969252e+08 	1.087662e+08 	1.018257e+39 	6.655312e+38 	2.892395e+09 	3.333333e-01 	
1.200237e+06 	1.419024e+09 	4.399251e+04 	1.410175e+22 	2.761980e+00 	2.966268e+08 	1.075603e+08 	1.018241e+39 	6.655248e+38 	2.866808e+09 	3.333333e-01 	
1.200252e+06 	1.416176e+09 	4.354796e+04 	1.397298e+22 	2.790098e+00 	2.963290e+08 	1.063679e+08 	1.018224e+39 	6.655184e+38 	2.841443e+09 	3.333333e-01 	
1.200266e+06 	1.413337e+09 	4.310789e+04 	1.384552e+22 	2.818502e+00 	2.960317e+08 	1.051889e+08 	1.018208e+39 	6.655120e+38 	2.816297e+09 	3.333333e-01 	
1.200281e+06 	1.410505e+09 	4.267228e+04 	1.371934e+22 	2.847195e+00 	2.957350e+08 	1.040230e+08 	1.018191e+39 	6.655056e+38 	2.791369e+09 	3.333333e-01 	
1.200296e+06 	1.407682e+09 	4.224106e+04 	1.359444e+22 	2.876180e+00 	2.954389e+08 	1.028702e+08 	1.018175e+39 	6.654991e+38 	2.766657e+09 	3.333333e-01 	
1.200311e+06 	1.404866e+09 	4.181421e+04 	1.347080e+22 	2.905460e+00 	2.951433e+08 	1.017302e+08 	1.018158e+39 	6.654926e+38 	2.742159e+09 	3.333333e-01 	
1.200326e+06 	1.402059e+09 	4.139166e+04 	1.334840e+22 	2.935038e+00 	2.948483e+08 	1.006029e+08 	1.018142e+39 	6.654861e+38 	2.717873e+09 	3.333333e-01 	
1.200341e+06 	1.399260e+09 	4.097339e+04 	1.322724e+22 	2.964917e+00 	2.945538e+08 	9.948830e+07 	1.018125e+39 	6.654796e+38 	2.693798e+09 	3.333333e-01 	
1.200355e+06 	1.396469e+09 	4.055934e+04 	1.310730e+22 	2.995100e+00 	2.942599e+08 	9.838610e+07 	1.018109e+39 	6.654731e+38 	2.669932e+09 	3.333333e-01 	
1.200370e+06 	1.393686e+09 	4.014948e+04 	1.298857e+22 	3.025591e+00 	2.939666e+08 	9.729621e+07 	1.018092e+39 	6.654666e+38 	2.646272e+09 	3.333333e-01 	
1.200385e+06 	1.390912e+09 	3.974376e+04 	1.287103e+22 	3.056392e+00 	2.936738e+08 	9.621850e+07 	1.018075e+39 	6.654600e+38 	2.622818e+09 	3.333333e-01 	
1.200400e+06 	1.388145e+09 	3.934214e+04 	1.275467e+22 	3.087507e+00 	2.933816e+08 	9.515283e+07 	1.018058e+39 	6.654534e+38 	2.599567e+09 	3.333333e-01 	
1.200415e+06 	1.385386e+09 	3.894457e+04 	1.263949e+22 	3.118938e+00 	2.930899e+08 	9.409905e+07 	1.018042e+39 	6.654468e+38 	2.576518e+09 	3.333333e-01 	
1.200429e+06 	1.382636e+09 	3.855103e+04 	1.252546e+22 	3.150690e+00 	2.927988e+08 	9.305703e+07 	1.018025e+39 	6.654402e+38 	2.553668e+09 	3.333333e-01 	
1.200444e+06 	1.379893e+09 	3.816146e+04 	1.241257e+22 	3.182764e+00 	2.925083e+08 	9.202665e+07 	1.018008e+39 	6.654336e+38 	2.531018e+09 	3.333333e-01 	
1.200459e+06 	1.377158e+09 	3.777583e+04 	1.230082e+22 	3.215165e+00 	2.922183e+08 	9.100778e+07 	1.017991e+39 	6.654269e+38 	2.508563e+09 	3.333333e-01 	
1.200474e+06 	1.374431e+09 	3.739409e+04 	1.219019e+22 	3.247896e+00 	2.919288e+08 	9.000027e+07 	1.017974e+39 	6.654202e+38 	2.486304e+09 	3.333333e-01 	
1.200489e+06 	1.371713e+09 	3.701622e+04 	1.208066e+22 	3.280960e+00 	2.916399e+08 	8.900401e+07 	1.017957e+39 	6.654135e+38 	2.464238e+09 	3.333333e-01 	
1.200504e+06 	1.369002e+09 	3.664216e+04 	1.197223e+22 	3.314361e+00 	2.913516e+08 	8.801886e+07 	1.017941e+39 	6.654068e+38 	2.442364e+09 	3.333333e-01 	
1.200518e+06 	1.366298e+09 	3.627188e+04 	1.186488e+22 	3.348102e+00 	2.910638e+08 	8.704471e+07 	1.017924e+39 	6.654001e+38 	2.420679e+09 	3.333333e-01 	
1.200533e+06 	1.363603e+09 	3.590534e+04 	1.175861e+22 	3.382186e+00 	2.907766e+08 	8.608144e+07 	1.017907e+39 	6.653933e+38 	2.399183e+09 	3.333333e-01 	
1.200548e+06 	1.360916e+09 	3.554251e+04 	1.165341e+22 	3.416617e+00 	2.904899e+08 	8.512891e+07 	1.017890e+39 	6.653865e+38 	2.377874e+09 	3.333333e-01 	
1.200563e+06 	1.358236e+09 	3.518334e+04 	1.154925e+22 	3.451399e+00 	2.902038e+08 	8.418701e+07 	1.017872e+39 	6.653797e+38 	2.356750e+09 	3.333333e-01 	
1.200578e+06 	1.355565e+09 	3.482781e+04 	1.144614e+22 	3.486535e+00 	2.899183e+08 	8.325562e+07 	1.017855e+39 	6.653729e+38 	2.335809e+09 	3.333333e-01 	
1.200593e+06 	1.352901e+09 	3.447586e+04 	1.134405e+22 	3.522028e+00 	2.896332e+08 	8.233461e+07 	1.017838e+39 	6.653661e+38 	2.315051e+09 	3.333333e-01 	
1.200607e+06 	1.350244e+09 	3.412747e+04 	1.124298e+22 	3.557883e+00 	2.893488e+08 	8.142388e+07 	1.017821e+39 	6.653592e+38 	2.294473e+09 	3.333333e-01 	
1.200622e+06 	1.347596e+09 	3.378261e+04 	1.114291e+22 	3.594102e+00 	2.890649e+08 	8.052331e+07 	1.017804e+39 	6.653523e+38 	2.274074e+09 	3.333333e-01 	
1.200637e+06 	1.344955e+09 	3.344123e+04 	1.104385e+22 	3.630691e+00 	2.887815e+08 	7.963278e+07 	1.017787e+39 	6.653454e+38 	2.253853e+09 	3.333333e-01 	
1.200652e+06 	1.342322e+09 	3.310329e+04 	1.094576e+22 	3.667652e+00 	2.884987e+08 	7.875218e+07 	1.017769e+39 	6.653385e+38 	2.233807e+09 	3.333333e-01 	
1.200667e+06 	1.339697e+09 	3.276878e+04 	1.084866e+22 	3.704989e+00 	2.882164e+08 	7.788140e+07 	1.017752e+39 	6.653316e+38 	2.213936e+09 	3.333333e-01 	
1.200682e+06 	1.337079e+09 	3.243764e+04 	1.075251e+22 	3.742706e+00 	2.879347e+08 	7.702033e+07 	1.017735e+39 	6.653246e+38 	2.194238e+09 	3.333333e-01 	
1.200696e+06 	1.334469e+09 	3.210985e+04 	1.065733e+22 	3.780807e+00 	2.876535e+08 	7.616886e+07 	1.017717e+39 	6.653176e+38 	2.174712e+09 	3.333333e-01 	
1.200711e+06 	1.331867e+09 	3.178537e+04 	1.056309e+22 	3.819296e+00 	2.873729e+08 	7.532689e+07 	1.017700e+39 	6.653106e+38 	2.155355e+09 	3.333333e-01 	
1.200726e+06 	1.329272e+09 	3.146417e+04 	1.046978e+22 	3.858177e+00 	2.870928e+08 	7.449430e+07 	1.017683e+39 	6.653036e+38 	2.136167e+09 	3.333333e-01 	
1.200741e+06 	1.326685e+09 	3.114622e+04 	1.037740e+22 	3.897454e+00 	2.868133e+08 	7.367099e+07 	1.017665e+39 	6.652966e+38 	2.117146e+09 	3.333333e-01 	
1.200756e+06 	1.324105e+09 	3.083147e+04 	1.028594e+22 	3.937130e+00 	2.865343e+08 	7.285685e+07 	1.017648e+39 	6.652895e+38 	2.098291e+09 	3.333333e-01 	
1.200771e+06 	1.321533e+09 	3.051991e+04 	1.019538e+22 	3.977210e+00 	2.862559e+08 	7.205179e+07 	1.017630e+39 	6.652824e+38 	2.079600e+09 	3.333333e-01 	
1.200786e+06 	1.318968e+09 	3.021150e+04 	1.010571e+22 	4.017699e+00 	2.859780e+08 	7.125570e+07 	1.017613e+39 	6.652753e+38 	2.061072e+09 	3.333333e-01 	
1.200801e+06 	1.316411e+09 	2.990621e+04 	1.001693e+22 	4.058599e+00 	2.857006e+08 	7.046848e+07 	1.017595e+39 	6.652681e+38 	2.042706e+09 	3.333333e-01 	
1.200815e+06 	1.313861e+09 	2.960400e+04 	9.929029e+21 	4.099916e+00 	2.854238e+08 	6.969003e+07 	1.017577e+39 	6.652610e+38 	2.024500e+09 	3.333333e-01 	
1.200830e+06 	1.311319e+09 	2.930484e+04 	9.841995e+21 	4.141653e+00 	2.851476e+08 	6.892025e+07 	1.017560e+39 	6.652538e+38 	2.006452e+09 	3.333333e-01 	
