r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.199921e+06 	1.345754e+09 	9.283142e+04 	1.604931e+22 	4.141550e-01 	2.888673e+08 	7.006519e+08 	6.977255e+38 	4.559716e+38 	6.254269e+09 	3.333333e-01 	
1.199931e+06 	1.342378e+09 	9.186052e+04 	1.586570e+22 	4.185245e-01 	2.885047e+08 	6.924407e+08 	6.977213e+38 	4.559709e+38 	6.198515e+09 	3.333333e-01 	
1.199941e+06 	1.339011e+09 	9.089977e+04 	1.568424e+22 	4.229400e-01 	2.881426e+08 	6.843261e+08 	6.977171e+38 	4.559702e+38 	6.143249e+09 	3.333333e-01 	
1.199951e+06 	1.335653e+09 	8.994906e+04 	1.550493e+22 	4.274021e-01 	2.877811e+08 	6.763071e+08 	6.977130e+38 	4.559694e+38 	6.088468e+09 	3.333333e-01 	
1.199961e+06 	1.332304e+09 	8.900831e+04 	1.532773e+22 	4.319114e-01 	2.874201e+08 	6.683824e+08 	6.977088e+38 	4.559687e+38 	6.034168e+09 	3.333333e-01 	
1.199971e+06 	1.328965e+09 	8.807739e+04 	1.515262e+22 	4.364682e-01 	2.870597e+08 	6.605509e+08 	6.977046e+38 	4.559680e+38 	5.980343e+09 	3.333333e-01 	
1.199981e+06 	1.325636e+09 	8.715620e+04 	1.497957e+22 	4.410731e-01 	2.866999e+08 	6.528116e+08 	6.977004e+38 	4.559673e+38 	5.926990e+09 	3.333333e-01 	
1.199991e+06 	1.322315e+09 	8.624465e+04 	1.480857e+22 	4.457266e-01 	2.863406e+08 	6.451634e+08 	6.976963e+38 	4.559665e+38 	5.874105e+09 	3.333333e-01 	
1.200001e+06 	1.319004e+09 	8.534264e+04 	1.463957e+22 	4.504292e-01 	2.859818e+08 	6.376052e+08 	6.976921e+38 	4.559658e+38 	5.821684e+09 	3.333333e-01 	
1.200011e+06 	1.315702e+09 	8.445006e+04 	1.447256e+22 	4.551814e-01 	2.856236e+08 	6.301358e+08 	6.976879e+38 	4.559651e+38 	5.769723e+09 	3.333333e-01 	
1.200021e+06 	1.312409e+09 	8.356681e+04 	1.430751e+22 	4.599838e-01 	2.852660e+08 	6.227543e+08 	6.976838e+38 	4.559644e+38 	5.718218e+09 	3.333333e-01 	
1.200031e+06 	1.309125e+09 	8.269280e+04 	1.414441e+22 	4.648369e-01 	2.849089e+08 	6.154597e+08 	6.976796e+38 	4.559636e+38 	5.667165e+09 	3.333333e-01 	
1.200041e+06 	1.305850e+09 	8.182793e+04 	1.398322e+22 	4.697411e-01 	2.845523e+08 	6.082508e+08 	6.976755e+38 	4.559629e+38 	5.616560e+09 	3.333333e-01 	
1.200050e+06 	1.302584e+09 	8.097211e+04 	1.382393e+22 	4.746972e-01 	2.841963e+08 	6.011267e+08 	6.976713e+38 	4.559622e+38 	5.566400e+09 	3.333333e-01 	
1.200060e+06 	1.299328e+09 	8.012524e+04 	1.366652e+22 	4.797055e-01 	2.838408e+08 	5.940865e+08 	6.976672e+38 	4.559615e+38 	5.516679e+09 	3.333333e-01 	
1.200070e+06 	1.296080e+09 	7.928723e+04 	1.351095e+22 	4.847667e-01 	2.834859e+08 	5.871290e+08 	6.976631e+38 	4.559608e+38 	5.467395e+09 	3.333333e-01 	
1.200080e+06 	1.292842e+09 	7.845798e+04 	1.335721e+22 	4.898813e-01 	2.831315e+08 	5.802533e+08 	6.976589e+38 	4.559600e+38 	5.418544e+09 	3.333333e-01 	
1.200090e+06 	1.289612e+09 	7.763740e+04 	1.320528e+22 	4.950498e-01 	2.827776e+08 	5.734585e+08 	6.976548e+38 	4.559593e+38 	5.370122e+09 	3.333333e-01 	
1.200100e+06 	1.286392e+09 	7.682541e+04 	1.305512e+22 	5.002729e-01 	2.824243e+08 	5.667436e+08 	6.976507e+38 	4.559586e+38 	5.322126e+09 	3.333333e-01 	
1.200109e+06 	1.283180e+09 	7.602191e+04 	1.290673e+22 	5.055512e-01 	2.820715e+08 	5.601077e+08 	6.976466e+38 	4.559579e+38 	5.274551e+09 	3.333333e-01 	
1.200119e+06 	1.279977e+09 	7.522681e+04 	1.276008e+22 	5.108851e-01 	2.817193e+08 	5.535497e+08 	6.976424e+38 	4.559571e+38 	5.227395e+09 	3.333333e-01 	
1.200129e+06 	1.276784e+09 	7.444003e+04 	1.261515e+22 	5.162753e-01 	2.813676e+08 	5.470689e+08 	6.976383e+38 	4.559564e+38 	5.180652e+09 	3.333333e-01 	
1.200139e+06 	1.273599e+09 	7.366147e+04 	1.247192e+22 	5.217224e-01 	2.810164e+08 	5.406642e+08 	6.976342e+38 	4.559557e+38 	5.134321e+09 	3.333333e-01 	
1.200148e+06 	1.270422e+09 	7.289106e+04 	1.233036e+22 	5.272270e-01 	2.806658e+08 	5.343348e+08 	6.976301e+38 	4.559549e+38 	5.088397e+09 	3.333333e-01 	
1.200158e+06 	1.267255e+09 	7.212871e+04 	1.219047e+22 	5.327897e-01 	2.803158e+08 	5.280799e+08 	6.976260e+38 	4.559542e+38 	5.042877e+09 	3.333333e-01 	
1.200168e+06 	1.264097e+09 	7.137433e+04 	1.205222e+22 	5.384110e-01 	2.799662e+08 	5.218984e+08 	6.976219e+38 	4.559535e+38 	4.997756e+09 	3.333333e-01 	
1.200177e+06 	1.260947e+09 	7.062784e+04 	1.191558e+22 	5.440917e-01 	2.796172e+08 	5.157896e+08 	6.976178e+38 	4.559528e+38 	4.953033e+09 	3.333333e-01 	
1.200187e+06 	1.257806e+09 	6.988916e+04 	1.178055e+22 	5.498324e-01 	2.792688e+08 	5.097527e+08 	6.976137e+38 	4.559520e+38 	4.908703e+09 	3.333333e-01 	
1.200197e+06 	1.254674e+09 	6.915820e+04 	1.164709e+22 	5.556336e-01 	2.789208e+08 	5.037866e+08 	6.976096e+38 	4.559513e+38 	4.864763e+09 	3.333333e-01 	
1.200206e+06 	1.251551e+09 	6.843489e+04 	1.151520e+22 	5.614961e-01 	2.785734e+08 	4.978907e+08 	6.976055e+38 	4.559506e+38 	4.821210e+09 	3.333333e-01 	
1.200216e+06 	1.248436e+09 	6.771914e+04 	1.138485e+22 	5.674204e-01 	2.782265e+08 	4.920640e+08 	6.976014e+38 	4.559499e+38 	4.778041e+09 	3.333333e-01 	
