r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.200000e+06 	1.353373e+09 	9.008426e+04 	1.604931e+22 	4.787896e-01 	2.896838e+08 	6.076463e+08 	7.160701e+38 	4.679762e+38 	6.048148e+09 	3.333333e-01 	
1.200010e+06 	1.350017e+09 	8.914595e+04 	1.586779e+22 	4.838197e-01 	2.893244e+08 	6.005612e+08 	7.160655e+38 	4.679753e+38 	5.994398e+09 	3.333333e-01 	
1.200020e+06 	1.346670e+09 	8.821743e+04 	1.568839e+22 	4.889028e-01 	2.889656e+08 	5.935590e+08 	7.160610e+38 	4.679745e+38 	5.941117e+09 	3.333333e-01 	
1.200030e+06 	1.343333e+09 	8.729857e+04 	1.551109e+22 	4.940392e-01 	2.886073e+08 	5.866389e+08 	7.160565e+38 	4.679736e+38 	5.888301e+09 	3.333333e-01 	
1.200041e+06 	1.340005e+09 	8.638928e+04 	1.533586e+22 	4.992296e-01 	2.882495e+08 	5.797998e+08 	7.160520e+38 	4.679728e+38 	5.835947e+09 	3.333333e-01 	
1.200051e+06 	1.336686e+09 	8.548946e+04 	1.516268e+22 	5.044746e-01 	2.878923e+08 	5.730407e+08 	7.160475e+38 	4.679719e+38 	5.784050e+09 	3.333333e-01 	
1.200061e+06 	1.333376e+09 	8.459902e+04 	1.499151e+22 	5.097747e-01 	2.875357e+08 	5.663608e+08 	7.160429e+38 	4.679711e+38 	5.732607e+09 	3.333333e-01 	
1.200071e+06 	1.330075e+09 	8.371785e+04 	1.482234e+22 	5.151304e-01 	2.871796e+08 	5.597591e+08 	7.160384e+38 	4.679702e+38 	5.681614e+09 	3.333333e-01 	
1.200081e+06 	1.326784e+09 	8.284586e+04 	1.465515e+22 	5.205425e-01 	2.868240e+08 	5.532347e+08 	7.160339e+38 	4.679694e+38 	5.631066e+09 	3.333333e-01 	
1.200091e+06 	1.323501e+09 	8.198295e+04 	1.448990e+22 	5.260114e-01 	2.864690e+08 	5.467866e+08 	7.160294e+38 	4.679685e+38 	5.580961e+09 	3.333333e-01 	
1.200101e+06 	1.320228e+09 	8.112903e+04 	1.432657e+22 	5.315378e-01 	2.861145e+08 	5.404141e+08 	7.160249e+38 	4.679677e+38 	5.531294e+09 	3.333333e-01 	
1.200111e+06 	1.316963e+09 	8.028401e+04 	1.416515e+22 	5.371223e-01 	2.857606e+08 	5.341161e+08 	7.160205e+38 	4.679668e+38 	5.482062e+09 	3.333333e-01 	
1.200121e+06 	1.313708e+09 	7.944778e+04 	1.400562e+22 	5.427655e-01 	2.854072e+08 	5.278918e+08 	7.160160e+38 	4.679660e+38 	5.433260e+09 	3.333333e-01 	
1.200131e+06 	1.310462e+09 	7.862027e+04 	1.384794e+22 	5.484679e-01 	2.850543e+08 	5.217404e+08 	7.160115e+38 	4.679651e+38 	5.384884e+09 	3.333333e-01 	
