Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.44836576  	 6.44837184 
1.01222222  	 6.59540607  	 6.59541103 
1.01444444  	 6.73640483  	 6.73640932 
1.01666667  	 6.87661335  	 6.87661739 
1.01888889  	 7.02032416  	 7.02032775 
1.02111111  	 7.17175853  	 7.17176167 
1.02333333  	 7.33534749  	 7.33535014 
1.02355555  	 7.35252864  	 7.35253472 
1.02358095  	 7.35449856  	 7.35450464 
1.02360997  	 7.35676040  	 7.35676246 
1.02363900  	 7.35902048  	 7.35902254 
1.02364190  	 7.35924704  	 7.35925312 
1.02364522  	 7.35950539  	 7.35950744 
1.02364854  	 7.35976364  	 7.35976569 
1.02365185  	 7.36002178  	 7.36002383 
1.02365517  	 7.36028187  	 7.36028392 
1.02365550  	 7.36030496  	 7.36031104 
1.02365588  	 7.36033771  	 7.36033976 
1.02365626  	 7.36036637  	 7.36036842 
1.02365664  	 7.36039707  	 7.36039912 
1.02365701  	 7.36042573  	 7.36042777 
1.02365739  	 7.36045438  	 7.36045643 
1.02365777  	 7.36048508  	 7.36048712 
1.02365815  	 7.36051373  	 7.36051577 
1.02365818  	 7.36051168  	 7.36051776 
1.02365822  	 7.36051987  	 7.36052191 
1.02365826  	 7.36052191  	 7.36052396 
1.02365830  	 7.36052600  	 7.36052805 
1.02365833  	 7.36052805  	 7.36053010 
1.02365837  	 7.36053010  	 7.36053214 
1.02365841  	 7.36053419  	 7.36053624 
1.02365845  	 7.36053624  	 7.36053828 
1.02365848  	 7.36053980  	 7.36054185 
1.02366180  	 7.36079763  	 7.36079968 
1.02366512  	 7.36105741  	 7.36105945 
1.02366802  	 7.36128289  	 7.36128494 
1.02369705  	 7.36354956  	 7.36355161 
1.02372607  	 7.36581838  	 7.36582042 
1.02375510  	 7.36809129  	 7.36809332 
1.02378412  	 7.37036414  	 7.37036616 
1.02380952  	 7.37235680  	 7.37235887 
1.02406349  	 7.39239519  	 7.39239720 
1.02431746  	 7.41263572  	 7.41264544 
1.02457143  	 7.43307600  	 7.43308540 
1.02482540  	 7.45372110  	 7.45373017 
1.02507937  	 7.47454088  	 7.47454963 
1.02533334  	 7.49554243  	 7.49555084 
1.02555556  	 7.51404224  	 7.51404437 
