Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.44731392  	 6.44732000 
1.01222222  	 6.59645128  	 6.59645625 
1.01444444  	 6.74219129  	 6.74219578 
1.01666667  	 6.89212611  	 6.89213014 
1.01888889  	 7.05464501  	 7.05464856 
1.02111111  	 7.24213991  	 7.24214294 
1.02133333  	 7.26298240  	 7.26298848 
1.02158730  	 7.28740422  	 7.28740657 
1.02184127  	 7.31249899  	 7.31250127 
1.02209524  	 7.33832043  	 7.33832263 
1.02212064  	 7.34094016  	 7.34094624 
1.02214966  	 7.34395180  	 7.34395391 
1.02217868  	 7.34696857  	 7.34697067 
1.02220771  	 7.34999864  	 7.35000073 
1.02223673  	 7.35303752  	 7.35303960 
1.02226576  	 7.35608705  	 7.35608912 
1.02226866  	 7.35638944  	 7.35639552 
1.02227198  	 7.35674162  	 7.35674368 
1.02227530  	 7.35709156  	 7.35709361 
1.02227861  	 7.35744130  	 7.35744336 
1.02228193  	 7.35779085  	 7.35779291 
1.02228226  	 7.35782432  	 7.35783040 
1.02228264  	 7.35786542  	 7.35786747 
1.02228302  	 7.35790446  	 7.35790652 
1.02228340  	 7.35794556  	 7.35794761 
1.02228377  	 7.35798459  	 7.35798665 
1.02228381  	 7.35798848  	 7.35799456 
1.02228385  	 7.35799259  	 7.35799464 
1.02228389  	 7.35799670  	 7.35799875 
1.02228394  	 7.35800286  	 7.35800492 
1.02228398  	 7.35800697  	 7.35800902 
1.02228403  	 7.35801108  	 7.35801313 
1.02228407  	 7.35801519  	 7.35801724 
1.02228411  	 7.35801930  	 7.35802135 
1.02228415  	 7.35802363  	 7.35802568 
1.02228453  	 7.35806471  	 7.35806677 
1.02228491  	 7.35810374  	 7.35810580 
1.02228524  	 7.35814021  	 7.35814227 
1.02228856  	 7.35848938  	 7.35849144 
1.02229188  	 7.35884042  	 7.35884247 
1.02229478  	 7.35914692  	 7.35914898 
1.02232380  	 7.36221686  	 7.36221891 
1.02234920  	 7.36491253  	 7.36491465 
1.02260317  	 7.39232799  	 7.39233002 
1.02285714  	 7.42060175  	 7.42061148 
1.02311111  	 7.44979415  	 7.44980342 
1.02333333  	 7.47610406  	 7.47610648 
