Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.45186176  	 6.45186784 
1.01222222  	 6.61628643  	 6.61629138 
1.01444444  	 6.80501167  	 6.80501610 
1.01666667  	 7.15532384  	 7.15532992 
1.01691358  	 7.26109152  	 7.26109760 
1.01692945  	 7.27049120  	 7.27049728 
1.01693126  	 7.27159776  	 7.27160384 
1.01693334  	 7.27287742  	 7.27287975 
1.01693541  	 7.27415948  	 7.27416181 
1.01693748  	 7.27545322  	 7.27545554 
1.01693956  	 7.27676088  	 7.27676320 
1.01694163  	 7.27807081  	 7.27807312 
1.01694370  	 7.27939223  	 7.27939454 
1.01694578  	 7.28073198  	 7.28073429 
1.01694580  	 7.28074208  	 7.28074816 
1.01694582  	 7.28075819  	 7.28076049 
1.01694584  	 7.28077100  	 7.28077330 
1.01694585  	 7.28077791  	 7.28078021 
1.01694586  	 7.28078251  	 7.28078481 
1.01694588  	 7.28079732  	 7.28079962 
1.01694590  	 7.28080882  	 7.28081113 
1.01694592  	 7.28082263  	 7.28082493 
1.01694594  	 7.28083414  	 7.28083644 
1.01694596  	 7.28084544  	 7.28085152 
1.01694617  	 7.28098352  	 7.28098582 
1.01694637  	 7.28111237  	 7.28111467 
1.01694658  	 7.28125039  	 7.28125269 
1.01694679  	 7.28138609  	 7.28138839 
1.01694700  	 7.28152177  	 7.28152407 
1.01694720  	 7.28165052  	 7.28165282 
1.01694741  	 7.28178844  	 7.28179074 
1.01694759  	 7.28190422  	 7.28190655 
1.01696573  	 7.29413598  	 7.29413827 
1.01698387  	 7.30733168  	 7.30733394 
1.01700202  	 7.32169707  	 7.32169928 
1.01702016  	 7.33747059  	 7.33747276 
1.01703830  	 7.35502497  	 7.35502709 
1.01705644  	 7.37488608  	 7.37488814 
1.01707231  	 7.39479021  	 7.39479258 
