Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.44780640  	 6.44781248 
1.01222222  	 6.60280224  	 6.60280721 
1.01444444  	 6.76278921  	 6.76279368 
1.01666667  	 6.94877861  	 6.94878257 
1.01888889  	 7.22067776  	 7.22068384 
1.01944445  	 7.32902226  	 7.32902475 
1.01945000  	 7.33028800  	 7.33029408 
1.01945635  	 7.33174315  	 7.33174529 
1.01946270  	 7.33320369  	 7.33320583 
1.01946334  	 7.33334624  	 7.33335232 
1.01946406  	 7.33351690  	 7.33351904 
1.01946479  	 7.33368539  	 7.33368752 
1.01946551  	 7.33385170  	 7.33385383 
1.01946558  	 7.33386304  	 7.33386912 
1.01946567  	 7.33388862  	 7.33389075 
1.01946575  	 7.33390780  	 7.33390994 
1.01946583  	 7.33392486  	 7.33392699 
1.01946592  	 7.33394617  	 7.33394830 
1.01946600  	 7.33396535  	 7.33396748 
1.01946601  	 7.33396640  	 7.33397248 
1.01946602  	 7.33397066  	 7.33397279 
1.01946603  	 7.33397279  	 7.33397493 
1.01946604  	 7.33397493  	 7.33397706 
1.01946605  	 7.33397706  	 7.33397919 
1.01946606  	 7.33397919  	 7.33398132 
1.01946607  	 7.33398132  	 7.33398345 
1.01946608  	 7.33398453  	 7.33398667 
1.01946617  	 7.33400372  	 7.33400585 
1.01946624  	 7.33402010  	 7.33402224 
1.01946696  	 7.33418633  	 7.33418846 
1.01946769  	 7.33435465  	 7.33435678 
1.01946842  	 7.33452506  	 7.33452719 
1.01946905  	 7.33466958  	 7.33467171 
1.01947540  	 7.33614289  	 7.33614501 
1.01948175  	 7.33762355  	 7.33762568 
1.01948810  	 7.33910939  	 7.33911151 
1.01949445  	 7.34060036  	 7.34060248 
1.01950000  	 7.34190688  	 7.34191296 
1.01956350  	 7.35726309  	 7.35726519 
1.01962699  	 7.37334077  	 7.37334282 
1.01969048  	 7.39022547  	 7.39022748 
1.01975397  	 7.40801138  	 7.40802113 
1.01981746  	 7.42680346  	 7.42681294 
1.01988095  	 7.44673236  	 7.44674153 
1.01994444  	 7.46795128  	 7.46796013 
1.02000000  	 7.48770581  	 7.48770795 
