Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.45020192  	 6.45020800 
1.01222222  	 6.59550107  	 6.59550603 
1.01444444  	 6.73266106  	 6.73266556 
1.01666667  	 6.86560390  	 6.86560796 
1.01888889  	 6.99691797  	 6.99692160 
1.02111111  	 7.12844851  	 7.12845172 
1.02333333  	 7.26143471  	 7.26143750 
1.02355555  	 7.27483840  	 7.27484448 
1.02380952  	 7.29017934  	 7.29018166 
1.02406349  	 7.30554326  	 7.30554554 
1.02431746  	 7.32092798  	 7.32093020 
1.02457143  	 7.33633477  	 7.33633694 
1.02482540  	 7.35176153  	 7.35176366 
1.02485080  	 7.35330080  	 7.35330688 
1.02487982  	 7.35506810  	 7.35507017 
1.02490885  	 7.35683263  	 7.35683470 
1.02493787  	 7.35859851  	 7.35860057 
1.02496690  	 7.36036365  	 7.36036570 
1.02499592  	 7.36212802  	 7.36213007 
1.02502495  	 7.36389365  	 7.36389569 
1.02505397  	 7.36565847  	 7.36566050 
1.02507937  	 7.36720309  	 7.36720517 
1.02533334  	 7.38265751  	 7.38265954 
1.02555556  	 7.39618920  	 7.39619157 
1.02777778  	 7.53115299  	 7.53116265 
1.02491175  	 7.35700960  	 7.35701568 
1.02491507  	 7.35721124  	 7.35721330 
1.02491839  	 7.35741282  	 7.35741488 
1.02492170  	 7.35761434  	 7.35761639 
1.02492502  	 7.35781579  	 7.35781784 
1.02492833  	 7.35801718  	 7.35801923 
1.02493165  	 7.35821850  	 7.35822056 
