Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01911111  	 7.07571968  	 7.07572181 
1.02012698  	 7.17052856  	 7.17053140 
1.02038095  	 7.19643257  	 7.19643613 
1.02086400  	 7.24885734  	 7.24886160 
1.02111111  	 7.27755291  	 7.27755717 
1.02111112  	 7.27755647  	 7.27756002 
1.02135822  	 7.30775025  	 7.30775380 
1.02135824  	 7.30775381  	 7.30775736 
1.02135825  	 7.30775381  	 7.30775737 
1.02135900  	 7.30784981  	 7.30785337 
1.02136000  	 7.30797425  	 7.30797781 
1.02136500  	 7.30860003  	 7.30860358 
1.02137000  	 7.30922936  	 7.30923292 
1.02138000  	 7.31049158  	 7.31049514 
1.02139000  	 7.31175380  	 7.31175736 
1.02140000  	 7.31301958  	 7.31302313 
1.02142000  	 7.31555825  	 7.31556180 
1.02150000  	 7.32583025  	 7.32583381 
1.02155000  	 7.33235114  	 7.33235469 
1.02160000  	 7.33894670  	 7.33895025 
1.02165000  	 7.34562403  	 7.34562759 
1.02165500  	 7.34629709  	 7.34629709 
1.02166500  	 7.34764378  	 7.34764378 
1.02167500  	 7.34899377  	 7.34899378 
1.02169500  	 7.35170377  	 7.35170378 
1.02170000  	 7.35238314  	 7.35238670 
1.02180000  	 7.36615381  	 7.36615736 
