Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01666667  	 7.01325021  	 7.01325590 
1.01694617  	 7.06054211  	 7.06055064 
1.01707231  	 7.08498477  	 7.08498705 
1.01730000  	 7.13641944  	 7.13642299 
1.01750000  	 7.19399100  	 7.19399455 
1.01770000  	 7.27515722  	 7.27516078 
1.01771000  	 7.28033618  	 7.28033619 
1.01773000  	 7.29117597  	 7.29117598 
1.01775000  	 7.30275125  	 7.30275126 
1.01777000  	 7.31518756  	 7.31518756 
1.01779000  	 7.32864728  	 7.32864728 
1.01780000  	 7.33582211  	 7.33582566 
