r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.000001e+06 	1.351958e+09 	1.129026e+05 	1.788970e+22 	2.716254e-01 	2.895323e+08 	1.065851e+09 	4.951445e+38 	3.333969e+38 	6.315313e+09 	3.333333e-01 	
1.000010e+06 	1.348478e+09 	1.117153e+05 	1.767966e+22 	2.745069e-01 	2.891594e+08 	1.053304e+09 	4.951419e+38 	3.333965e+38 	6.258935e+09 	3.333333e-01 	
1.000018e+06 	1.345008e+09 	1.105405e+05 	1.747214e+22 	2.774190e-01 	2.887871e+08 	1.040906e+09 	4.951393e+38 	3.333962e+38 	6.203052e+09 	3.333333e-01 	
1.000027e+06 	1.341547e+09 	1.093780e+05 	1.726711e+22 	2.803620e-01 	2.884154e+08 	1.028653e+09 	4.951367e+38 	3.333958e+38 	6.147660e+09 	3.333333e-01 	
1.000036e+06 	1.338096e+09 	1.082278e+05 	1.706453e+22 	2.833363e-01 	2.880441e+08 	1.016545e+09 	4.951341e+38 	3.333954e+38 	6.092756e+09 	3.333333e-01 	
1.000044e+06 	1.334654e+09 	1.070896e+05 	1.686439e+22 	2.863421e-01 	2.876735e+08 	1.004580e+09 	4.951315e+38 	3.333951e+38 	6.038333e+09 	3.333333e-01 	
1.000053e+06 	1.331222e+09 	1.059635e+05 	1.666665e+22 	2.893798e-01 	2.873034e+08 	9.927562e+08 	4.951289e+38 	3.333947e+38 	5.984389e+09 	3.333333e-01 	
1.000061e+06 	1.327799e+09 	1.048491e+05 	1.647128e+22 	2.924497e-01 	2.869338e+08 	9.810714e+08 	4.951263e+38 	3.333943e+38 	5.930920e+09 	3.333333e-01 	
1.000070e+06 	1.324386e+09 	1.037465e+05 	1.627824e+22 	2.955522e-01 	2.865647e+08 	9.695243e+08 	4.951237e+38 	3.333940e+38 	5.877921e+09 	3.333333e-01 	
1.000078e+06 	1.320982e+09 	1.026555e+05 	1.608752e+22 	2.986877e-01 	2.861962e+08 	9.581133e+08 	4.951212e+38 	3.333936e+38 	5.825388e+09 	3.333333e-01 	
1.000086e+06 	1.317587e+09 	1.015760e+05 	1.589908e+22 	3.018564e-01 	2.858282e+08 	9.468368e+08 	4.951186e+38 	3.333933e+38 	5.773317e+09 	3.333333e-01 	
1.000095e+06 	1.314201e+09 	1.005078e+05 	1.571289e+22 	3.050587e-01 	2.854608e+08 	9.356932e+08 	4.951160e+38 	3.333929e+38 	5.721704e+09 	3.333333e-01 	
1.000103e+06 	1.310825e+09 	9.945080e+04 	1.552894e+22 	3.082950e-01 	2.850939e+08 	9.246809e+08 	4.951134e+38 	3.333925e+38 	5.670546e+09 	3.333333e-01 	
1.000112e+06 	1.307458e+09 	9.840496e+04 	1.534719e+22 	3.115657e-01 	2.847275e+08 	9.137984e+08 	4.951109e+38 	3.333922e+38 	5.619837e+09 	3.333333e-01 	
1.000120e+06 	1.304101e+09 	9.737012e+04 	1.516761e+22 	3.148710e-01 	2.843617e+08 	9.030442e+08 	4.951083e+38 	3.333918e+38 	5.569575e+09 	3.333333e-01 	
1.000129e+06 	1.300752e+09 	9.634616e+04 	1.499018e+22 	3.182115e-01 	2.839964e+08 	8.924168e+08 	4.951058e+38 	3.333914e+38 	5.519755e+09 	3.333333e-01 	
1.000137e+06 	1.297413e+09 	9.533297e+04 	1.481488e+22 	3.215873e-01 	2.836316e+08 	8.819145e+08 	4.951032e+38 	3.333911e+38 	5.470374e+09 	3.333333e-01 	
1.000145e+06 	1.294083e+09 	9.433043e+04 	1.464167e+22 	3.249991e-01 	2.832674e+08 	8.715361e+08 	4.951007e+38 	3.333907e+38 	5.421427e+09 	3.333333e-01 	
1.000154e+06 	1.290762e+09 	9.333843e+04 	1.447053e+22 	3.284470e-01 	2.829037e+08 	8.612799e+08 	4.950981e+38 	3.333903e+38 	5.372912e+09 	3.333333e-01 	
1.000162e+06 	1.287450e+09 	9.235687e+04 	1.430144e+22 	3.319315e-01 	2.825405e+08 	8.511446e+08 	4.950956e+38 	3.333900e+38 	5.324824e+09 	3.333333e-01 	
1.000170e+06 	1.284147e+09 	9.138563e+04 	1.413436e+22 	3.354529e-01 	2.821778e+08 	8.411287e+08 	4.950930e+38 	3.333896e+38 	5.277160e+09 	3.333333e-01 	
1.000179e+06 	1.280854e+09 	9.042460e+04 	1.396928e+22 	3.390118e-01 	2.818157e+08 	8.312308e+08 	4.950905e+38 	3.333893e+38 	5.229915e+09 	3.333333e-01 	
1.000187e+06 	1.277569e+09 	8.947368e+04 	1.380618e+22 	3.426084e-01 	2.814541e+08 	8.214496e+08 	4.950880e+38 	3.333889e+38 	5.183087e+09 	3.333333e-01 	
1.000195e+06 	1.274293e+09 	8.853276e+04 	1.364502e+22 	3.462432e-01 	2.810931e+08 	8.117837e+08 	4.950854e+38 	3.333885e+38 	5.136671e+09 	3.333333e-01 	
1.000204e+06 	1.271027e+09 	8.760174e+04 	1.348579e+22 	3.499165e-01 	2.807326e+08 	8.022317e+08 	4.950829e+38 	3.333882e+38 	5.090664e+09 	3.333333e-01 	
1.000212e+06 	1.267769e+09 	8.668050e+04 	1.332846e+22 	3.536288e-01 	2.803726e+08 	7.927922e+08 	4.950804e+38 	3.333878e+38 	5.045063e+09 	3.333333e-01 	
1.000220e+06 	1.264520e+09 	8.576895e+04 	1.317301e+22 	3.573805e-01 	2.800131e+08 	7.834640e+08 	4.950779e+38 	3.333875e+38 	4.999863e+09 	3.333333e-01 	
1.000228e+06 	1.261281e+09 	8.486699e+04 	1.301941e+22 	3.611721e-01 	2.796542e+08 	7.742457e+08 	4.950753e+38 	3.333871e+38 	4.955063e+09 	3.333333e-01 	
1.000237e+06 	1.258050e+09 	8.397452e+04 	1.286764e+22 	3.650038e-01 	2.792958e+08 	7.651360e+08 	4.950728e+38 	3.333867e+38 	4.910657e+09 	3.333333e-01 	
1.000245e+06 	1.254827e+09 	8.309143e+04 	1.271769e+22 	3.688763e-01 	2.789379e+08 	7.561336e+08 	4.950703e+38 	3.333864e+38 	4.866643e+09 	3.333333e-01 	
1.000253e+06 	1.251614e+09 	8.221762e+04 	1.256952e+22 	3.727898e-01 	2.785805e+08 	7.472373e+08 	4.950678e+38 	3.333860e+38 	4.823017e+09 	3.333333e-01 	
1.000261e+06 	1.248410e+09 	8.135301e+04 	1.242312e+22 	3.767448e-01 	2.782236e+08 	7.384458e+08 	4.950653e+38 	3.333856e+38 	4.779776e+09 	3.333333e-01 	
1.000270e+06 	1.245214e+09 	8.049749e+04 	1.227846e+22 	3.807419e-01 	2.778673e+08 	7.297580e+08 	4.950628e+38 	3.333853e+38 	4.736916e+09 	3.333333e-01 	
