r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
9.999988e+05 	1.603849e+09 	1.209247e+04 	1.788970e+22 	2.536072e+01 	3.153532e+08 	1.243368e+07 	1.156979e+39 	7.790308e+38 	6.071778e+08 	3.333333e-01 	
1.000034e+06 	1.601903e+09 	1.197782e+04 	1.779602e+22 	2.560143e+01 	3.151618e+08 	1.230930e+07 	1.156831e+39 	7.789443e+38 	6.019127e+08 	3.333333e-01 	
1.000070e+06 	1.599962e+09 	1.186425e+04 	1.770296e+22 	2.584443e+01 	3.149708e+08 	1.218617e+07 	1.156682e+39 	7.788574e+38 	5.966926e+08 	3.333333e-01 	
1.000106e+06 	1.598025e+09 	1.175176e+04 	1.761053e+22 	2.608973e+01 	3.147801e+08 	1.206429e+07 	1.156532e+39 	7.787700e+38 	5.915171e+08 	3.333333e-01 	
1.000141e+06 	1.596094e+09 	1.164034e+04 	1.751871e+22 	2.633735e+01 	3.145898e+08 	1.194364e+07 	1.156381e+39 	7.786821e+38 	5.863860e+08 	3.333333e-01 	
1.000177e+06 	1.594166e+09 	1.152997e+04 	1.742750e+22 	2.658731e+01 	3.143998e+08 	1.182421e+07 	1.156230e+39 	7.785938e+38 	5.812987e+08 	3.333333e-01 	
1.000213e+06 	1.592244e+09 	1.142066e+04 	1.733690e+22 	2.683965e+01 	3.142101e+08 	1.170598e+07 	1.156078e+39 	7.785050e+38 	5.762551e+08 	3.333333e-01 	
1.000249e+06 	1.590325e+09 	1.131237e+04 	1.724690e+22 	2.709436e+01 	3.140208e+08 	1.158894e+07 	1.155925e+39 	7.784158e+38 	5.712546e+08 	3.333333e-01 	
1.000286e+06 	1.588412e+09 	1.120512e+04 	1.715749e+22 	2.735149e+01 	3.138319e+08 	1.147309e+07 	1.155772e+39 	7.783260e+38 	5.662969e+08 	3.333333e-01 	
1.000322e+06 	1.586503e+09 	1.109888e+04 	1.706867e+22 	2.761106e+01 	3.136432e+08 	1.135840e+07 	1.155617e+39 	7.782358e+38 	5.613817e+08 	3.333333e-01 	
1.000358e+06 	1.584598e+09 	1.099364e+04 	1.698044e+22 	2.787308e+01 	3.134549e+08 	1.124487e+07 	1.155462e+39 	7.781451e+38 	5.565086e+08 	3.333333e-01 	
1.000395e+06 	1.582698e+09 	1.088941e+04 	1.689279e+22 	2.813758e+01 	3.132669e+08 	1.113249e+07 	1.155306e+39 	7.780540e+38 	5.516773e+08 	3.333333e-01 	
1.000431e+06 	1.580802e+09 	1.078616e+04 	1.680571e+22 	2.840458e+01 	3.130792e+08 	1.102124e+07 	1.155150e+39 	7.779623e+38 	5.468874e+08 	3.333333e-01 	
1.000468e+06 	1.578911e+09 	1.068389e+04 	1.671920e+22 	2.867411e+01 	3.128919e+08 	1.091111e+07 	1.154992e+39 	7.778702e+38 	5.421386e+08 	3.333333e-01 	
1.000505e+06 	1.577024e+09 	1.058260e+04 	1.663326e+22 	2.894619e+01 	3.127049e+08 	1.080209e+07 	1.154834e+39 	7.777776e+38 	5.374304e+08 	3.333333e-01 	
1.000542e+06 	1.575142e+09 	1.048226e+04 	1.654788e+22 	2.922084e+01 	3.125182e+08 	1.069417e+07 	1.154675e+39 	7.776844e+38 	5.327627e+08 	3.333333e-01 	
1.000579e+06 	1.573264e+09 	1.038287e+04 	1.646306e+22 	2.949810e+01 	3.123318e+08 	1.058734e+07 	1.154516e+39 	7.775908e+38 	5.281349e+08 	3.333333e-01 	
1.000616e+06 	1.571390e+09 	1.028443e+04 	1.637880e+22 	2.977797e+01 	3.121458e+08 	1.048159e+07 	1.154355e+39 	7.774967e+38 	5.235469e+08 	3.333333e-01 	
1.000654e+06 	1.569521e+09 	1.018692e+04 	1.629508e+22 	3.006050e+01 	3.119601e+08 	1.037690e+07 	1.154194e+39 	7.774021e+38 	5.189982e+08 	3.333333e-01 	
1.000691e+06 	1.567656e+09 	1.009033e+04 	1.621190e+22 	3.034570e+01 	3.117747e+08 	1.027327e+07 	1.154032e+39 	7.773070e+38 	5.144886e+08 	3.333333e-01 	
