r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.000000e+06 	1.439329e+09 	7.917626e+04 	1.788970e+22 	1.224843e+00 	2.987414e+08 	2.438837e+08 	6.606781e+38 	4.448558e+38 	4.259040e+09 	3.333333e-01 	
1.000011e+06 	1.436063e+09 	7.837303e+04 	1.770427e+22 	1.237366e+00 	2.984024e+08 	2.411414e+08 	6.606717e+38 	4.448538e+38 	4.221900e+09 	3.333333e-01 	
1.000022e+06 	1.432807e+09 	7.757795e+04 	1.752085e+22 	1.250018e+00 	2.980639e+08 	2.384301e+08 	6.606652e+38 	4.448518e+38 	4.185079e+09 	3.333333e-01 	
1.000032e+06 	1.429560e+09 	7.679093e+04 	1.733944e+22 	1.262798e+00 	2.977259e+08 	2.357493e+08 	6.606588e+38 	4.448498e+38 	4.148573e+09 	3.333333e-01 	
1.000043e+06 	1.426321e+09 	7.601190e+04 	1.716000e+22 	1.275710e+00 	2.973885e+08 	2.330989e+08 	6.606523e+38 	4.448478e+38 	4.112379e+09 	3.333333e-01 	
1.000054e+06 	1.423091e+09 	7.524077e+04 	1.698251e+22 	1.288753e+00 	2.970516e+08 	2.304783e+08 	6.606459e+38 	4.448457e+38 	4.076495e+09 	3.333333e-01 	
1.000065e+06 	1.419871e+09 	7.447746e+04 	1.680697e+22 	1.301930e+00 	2.967152e+08 	2.278874e+08 	6.606394e+38 	4.448437e+38 	4.040919e+09 	3.333333e-01 	
1.000075e+06 	1.416658e+09 	7.372189e+04 	1.663333e+22 	1.315242e+00 	2.963794e+08 	2.253257e+08 	6.606330e+38 	4.448417e+38 	4.005647e+09 	3.333333e-01 	
1.000086e+06 	1.413455e+09 	7.297400e+04 	1.646157e+22 	1.328689e+00 	2.960441e+08 	2.227929e+08 	6.606265e+38 	4.448397e+38 	3.970678e+09 	3.333333e-01 	
1.000097e+06 	1.410261e+09 	7.223368e+04 	1.629169e+22 	1.342275e+00 	2.957094e+08 	2.202886e+08 	6.606200e+38 	4.448376e+38 	3.936008e+09 	3.333333e-01 	
1.000108e+06 	1.407075e+09 	7.150088e+04 	1.612365e+22 	1.355999e+00 	2.953752e+08 	2.178127e+08 	6.606136e+38 	4.448356e+38 	3.901635e+09 	3.333333e-01 	
1.000118e+06 	1.403897e+09 	7.077552e+04 	1.595744e+22 	1.369863e+00 	2.950415e+08 	2.153646e+08 	6.606071e+38 	4.448336e+38 	3.867557e+09 	3.333333e-01 	
1.000129e+06 	1.400729e+09 	7.005751e+04 	1.579303e+22 	1.383870e+00 	2.947084e+08 	2.129442e+08 	6.606007e+38 	4.448315e+38 	3.833772e+09 	3.333333e-01 	
1.000140e+06 	1.397569e+09 	6.934678e+04 	1.563041e+22 	1.398019e+00 	2.943758e+08 	2.105511e+08 	6.605942e+38 	4.448295e+38 	3.800276e+09 	3.333333e-01 	
1.000150e+06 	1.394418e+09 	6.864327e+04 	1.546955e+22 	1.412313e+00 	2.940437e+08 	2.081851e+08 	6.605878e+38 	4.448274e+38 	3.767067e+09 	3.333333e-01 	
