Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.50083616  	 6.50084224 
1.01222222  	 6.68701552  	 6.68702032 
1.01444444  	 6.89293770  	 6.89294190 
1.01666667  	 7.15588714  	 7.15589068 
1.01688889  	 7.18844160  	 7.18844768 
1.01714286  	 7.22785347  	 7.22785607 
1.01739683  	 7.26998179  	 7.26998426 
1.01765080  	 7.31529665  	 7.31529898 
1.01790476  	 7.36433236  	 7.36433455 
1.01815873  	 7.41766538  	 7.41766742 
1.01841270  	 7.47577772  	 7.47578704 
1.01888889  	 7.59740814  	 7.59741084 
