Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.50509824  	 6.50510432 
1.01222222  	 6.70287972  	 6.70288451 
1.01444444  	 6.94660966  	 6.94661381 
1.01466666  	 6.97678464  	 6.97679072 
1.01492063  	 7.01350907  	 7.01351234 
1.01517460  	 7.05312970  	 7.05313286 
1.01542857  	 7.09637970  	 7.09638273 
1.01568254  	 7.14428748  	 7.14429038 
1.01593651  	 7.19837673  	 7.19837947 
1.01619048  	 7.26101108  	 7.26101365 
1.01644445  	 7.33612310  	 7.33612546 
1.01666667  	 7.41738244  	 7.41738581 
