Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.49691456  	 6.49692064 
1.01333333  	 6.73435877  	 6.73436358 
1.01666667  	 6.95143346  	 6.95143751 
1.02000000  	 7.15392256  	 7.15392591 
1.02033333  	 7.17343616  	 7.17344224 
1.02071428  	 7.19558278  	 7.19558543 
1.02109524  	 7.21754788  	 7.21755045 
1.02147619  	 7.23932634  	 7.23932884 
1.02185714  	 7.26091973  	 7.26092217 
1.02223809  	 7.28231877  	 7.28232113 
1.02261905  	 7.30351849  	 7.30352079 
1.02300000  	 7.32451323  	 7.32451546 
1.02333333  	 7.34270748  	 7.34271019 
1.02666667  	 7.51421771  	 7.51421981 
