Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.00900000  	 6.42315200  	 6.42315808 
1.01000000  	 6.51119040  	 6.51119648 
1.01061111  	 6.56641558  	 6.56642062 
1.01222222  	 6.72571548  	 6.72572007 
1.01383333  	 6.93728341  	 6.93728749 
1.01444444  	 7.05660661  	 7.05661068 
1.01454444  	 7.08084992  	 7.08085600 
1.01465873  	 7.11111275  	 7.11111569 
1.01477301  	 7.14479945  	 7.14480229 
1.01488730  	 7.18302486  	 7.18302759 
1.01489873  	 7.18715872  	 7.18716480 
1.01491179  	 7.19195773  	 7.19196034 
1.01492485  	 7.19684477  	 7.19684736 
1.01493791  	 7.20182562  	 7.20182819 
1.01495097  	 7.20689818  	 7.20690073 
1.01496403  	 7.21207301  	 7.21207555 
1.01497709  	 7.21735023  	 7.21735275 
1.01499015  	 7.22273737  	 7.22273987 
1.01500158  	 7.22754412  	 7.22754673 
1.01511587  	 7.28142075  	 7.28142323 
1.01523015  	 7.35071249  	 7.35071479 
1.01544444  	 7.59502846  	 7.59503186 
