Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.49642816  	 6.49643424 
1.01333333  	 6.74203722  	 6.74204203 
1.01666667  	 6.97640877  	 6.97641280 
1.02000000  	 7.20769126  	 7.20769453 
1.02033333  	 7.23074624  	 7.23075232 
1.02071428  	 7.25706580  	 7.25706826 
1.02109524  	 7.28333833  	 7.28334070 
1.02147619  	 7.30955324  	 7.30955553 
1.02185714  	 7.33569079  	 7.33569300 
1.02223809  	 7.36172746  	 7.36172959 
1.02261905  	 7.38764030  	 7.38764235 
1.02300000  	 7.41338881  	 7.41339860 
1.02333333  	 7.43577983  	 7.43578236 
