r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.303462e+06 	1.239171e+09 	9.658082e+04 	1.340457e+22 	9.313598e-02 	2.771923e+08 	2.993003e+09 	5.606945e+38 	3.818525e+38 	7.437001e+09 	3.333333e-01 	
1.303473e+06 	1.235704e+09 	9.550289e+04 	1.323410e+22 	9.418543e-02 	2.768042e+08 	2.955369e+09 	5.606921e+38 	3.818524e+38 	7.366529e+09 	3.333333e-01 	
1.303484e+06 	1.232247e+09 	9.443698e+04 	1.306584e+22 	9.524671e-02 	2.764167e+08 	2.918209e+09 	5.606896e+38 	3.818522e+38 	7.296716e+09 	3.333333e-01 	
1.303495e+06 	1.228800e+09 	9.338297e+04 	1.289975e+22 	9.631994e-02 	2.760299e+08 	2.881518e+09 	5.606872e+38 	3.818521e+38 	7.227553e+09 	3.333333e-01 	
1.303506e+06 	1.225363e+09 	9.234073e+04 	1.273582e+22 	9.740528e-02 	2.756436e+08 	2.845289e+09 	5.606848e+38 	3.818519e+38 	7.159035e+09 	3.333333e-01 	
1.303517e+06 	1.221937e+09 	9.131011e+04 	1.257402e+22 	9.850285e-02 	2.752579e+08 	2.809518e+09 	5.606824e+38 	3.818518e+38 	7.091157e+09 	3.333333e-01 	
1.303528e+06 	1.218520e+09 	9.029100e+04 	1.241431e+22 	9.961278e-02 	2.748728e+08 	2.774198e+09 	5.606799e+38 	3.818516e+38 	7.023911e+09 	3.333333e-01 	
1.303539e+06 	1.215114e+09 	8.928327e+04 	1.225667e+22 	1.007352e-01 	2.744884e+08 	2.739324e+09 	5.606775e+38 	3.818514e+38 	6.957293e+09 	3.333333e-01 	
1.303550e+06 	1.211717e+09 	8.828678e+04 	1.210107e+22 	1.018703e-01 	2.741045e+08 	2.704889e+09 	5.606751e+38 	3.818513e+38 	6.891297e+09 	3.333333e-01 	
1.303561e+06 	1.208331e+09 	8.730141e+04 	1.194748e+22 	1.030182e-01 	2.737212e+08 	2.670889e+09 	5.606727e+38 	3.818511e+38 	6.825916e+09 	3.333333e-01 	
1.303571e+06 	1.204955e+09 	8.632704e+04 	1.179588e+22 	1.041791e-01 	2.733385e+08 	2.637317e+09 	5.606703e+38 	3.818510e+38 	6.761146e+09 	3.333333e-01 	
1.303582e+06 	1.201588e+09 	8.536355e+04 	1.164624e+22 	1.053530e-01 	2.729564e+08 	2.604169e+09 	5.606679e+38 	3.818508e+38 	6.696981e+09 	3.333333e-01 	
1.303593e+06 	1.198232e+09 	8.441081e+04 	1.149853e+22 	1.065401e-01 	2.725749e+08 	2.571439e+09 	5.606655e+38 	3.818507e+38 	6.633415e+09 	3.333333e-01 	
1.303604e+06 	1.194885e+09 	8.346870e+04 	1.135274e+22 	1.077406e-01 	2.721939e+08 	2.539121e+09 	5.606631e+38 	3.818505e+38 	6.570443e+09 	3.333333e-01 	
1.303615e+06 	1.191548e+09 	8.253711e+04 	1.120883e+22 	1.089547e-01 	2.718136e+08 	2.507211e+09 	5.606607e+38 	3.818504e+38 	6.508059e+09 	3.333333e-01 	
