Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.00900000  	 6.44991008  	 6.44991616 
1.00950000  	 6.50397226  	 6.50397722 
1.01000000  	 6.56343996  	 6.56344474 
1.01050000  	 6.63320851  	 6.63321310 
1.01100000  	 6.72693920  	 6.72694528 
1.01105556  	 6.74046012  	 6.74046420 
1.01111111  	 6.75506273  	 6.75506676 
1.01116667  	 6.77102581  	 6.77102979 
1.01122222  	 6.78871910  	 6.78872304 
1.01127778  	 6.80871590  	 6.80871978 
1.01133333  	 6.83190877  	 6.83191258 
1.01138889  	 6.85991679  	 6.85992053 
1.01144444  	 6.89602004  	 6.89602369 
1.01150000  	 6.94922400  	 6.94923008 
1.01153571  	 7.00893834  	 7.00894170 
1.01157143  	 7.24515986  	 7.24516304 
