Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.50083616  	 6.50084224 
1.01222222  	 6.68701552  	 6.68702032 
1.01444444  	 6.89293770  	 6.89294190 
1.01666667  	 7.15588714  	 7.15589068 
1.01688889  	 7.18844551  	 7.18844877 
1.01714286  	 7.22785062  	 7.22785592 
1.01739683  	 7.26998161  	 7.26998665 
1.01765080  	 7.31529638  	 7.31530115 
1.01790476  	 7.36433122  	 7.36433570 
1.01815873  	 7.41766306  	 7.41766721 
1.01841270  	 7.47578456  	 7.47578836 
1.01866667  	 7.53881708  	 7.53882051 
1.01888889  	 7.59740814  	 7.59741084 
