Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.00900000  	 6.42762080  	 6.42762688 
1.01000000  	 6.51942880  	 6.51943488 
1.01005556  	 6.52466553  	 6.52467056 
1.01111111  	 6.62947801  	 6.62948273 
1.01216666  	 6.75316269  	 6.75316707 
1.01222222  	 6.76060319  	 6.76060793 
1.01322222  	 6.92874656  	 6.92875264 
1.01333333  	 6.95442922  	 6.95443265 
1.01344444  	 6.98281186  	 6.98281521 
1.01355555  	 7.01473692  	 7.01474018 
1.01366666  	 7.05153059  	 7.05153374 
1.01377778  	 7.09545762  	 7.09546066 
1.01388889  	 7.15098350  	 7.15098639 
1.01390000  	 7.15748799  	 7.15749126 
1.01391270  	 7.16520196  	 7.16520746 
1.01392540  	 7.17324328  	 7.17324873 
1.01393810  	 7.18164448  	 7.18164988 
1.01395079  	 7.19044664  	 7.19045199 
1.01396349  	 7.19968811  	 7.19969340 
1.01397619  	 7.20943035  	 7.20943558 
1.01398889  	 7.21974584  	 7.21975100 
1.01400000  	 7.22929406  	 7.22929678 
1.01411111  	 7.38249807  	 7.38250054 
