Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.49813664  	 6.49814272 
1.01222222  	 6.67576022  	 6.67576502 
1.01444444  	 6.85975539  	 6.85975963 
1.01666667  	 7.06342679  	 7.06343044 
1.01688889  	 7.08556557  	 7.08556883 
1.01714286  	 7.11136979  	 7.11137576 
1.01739683  	 7.13776319  	 7.13776899 
1.01765080  	 7.16478604  	 7.16479168 
1.01790476  	 7.19248378  	 7.19248924 
1.01815873  	 7.22089781  	 7.22090308 
1.01841270  	 7.25008775  	 7.25009283 
1.01866667  	 7.28009403  	 7.28009893 
1.01888889  	 7.30705570  	 7.30705870 
1.02111111  	 7.61145671  	 7.61145893 
