Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.50509824  	 6.50510432 
1.01222222  	 6.70287972  	 6.70288451 
1.01444444  	 6.94660966  	 6.94661381 
1.01466666  	 6.97678762  	 6.97679088 
1.01492063  	 7.01350633  	 7.01351301 
1.01517460  	 7.05312713  	 7.05313358 
1.01542857  	 7.09637565  	 7.09638183 
1.01568254  	 7.14428766  	 7.14429356 
1.01593651  	 7.19837147  	 7.19837706 
1.01619048  	 7.26100974  	 7.26101498 
1.01644445  	 7.33612252  	 7.33612735 
1.01666667  	 7.41738244  	 7.41738581 
