Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.49642816  	 6.49643424 
1.01333333  	 6.74203722  	 6.74204203 
1.01666667  	 6.97640877  	 6.97641280 
1.02000000  	 7.20769126  	 7.20769453 
1.02033333  	 7.23074759  	 7.23075085 
1.02071428  	 7.25706669  	 7.25707172 
1.02109524  	 7.28333924  	 7.28334409 
1.02147619  	 7.30955323  	 7.30955791 
1.02185714  	 7.33568763  	 7.33569213 
1.02223809  	 7.36172650  	 7.36173084 
1.02261904  	 7.38763676  	 7.38764093 
1.02300000  	 7.41339501  	 7.41339901 
1.02333333  	 7.43577983  	 7.43578236 
1.02666667  	 7.64549821  	 7.64550723 
1.03000000  	 7.81115547  	 7.81116115 
