Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.49691456  	 6.49692064 
1.01333333  	 6.73435877  	 6.73436358 
1.01666667  	 6.95143346  	 6.95143751 
1.02000000  	 7.15392256  	 7.15392591 
1.02033333  	 7.17343929  	 7.17344256 
1.02071428  	 7.19558167  	 7.19558707 
1.02109524  	 7.21754591  	 7.21755116 
1.02147619  	 7.23932432  	 7.23932943 
1.02185714  	 7.26091881  	 7.26092378 
1.02223809  	 7.28231537  	 7.28232019 
1.02261904  	 7.30351899  	 7.30352368 
1.02300000  	 7.32451008  	 7.32451463 
1.02333333  	 7.34270748  	 7.34271019 
1.02666667  	 7.51421771  	 7.51421981 
1.03000000  	 7.66185666  	 7.66186443 
1.03333333  	 7.78096427  	 7.78096968 
1.03666667  	 7.87285064  	 7.87285414 
