Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.49674432  	 6.49675040 
1.01333333  	 6.75223525  	 6.75224006 
1.01666667  	 7.01104362  	 7.01104761 
1.02000000  	 7.29166989  	 7.29167305 
1.02033333  	 7.32141683  	 7.32142009 
1.02071428  	 7.35577031  	 7.35577474 
1.02109524  	 7.39045458  	 7.39045879 
1.02147619  	 7.42541313  	 7.42541711 
1.02185714  	 7.46054314  	 7.46054689 
1.02223809  	 7.49573070  	 7.49573422 
1.02261904  	 7.53081961  	 7.53082290 
1.02300000  	 7.56563011  	 7.56563318 
1.02333333  	 7.59569424  	 7.59569650 
1.02666667  	 7.84776756  	 7.84777403 
