Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.46548749  	 6.46549356 
1.01222222  	 6.64517816  	 6.64518171 
1.01444444  	 6.86795860  	 6.86796216 
1.01466666  	 6.89714278  	 6.89714278 
1.01511111  	 6.96417665  	 6.96417665 
1.01555555  	 7.05099427  	 7.05099427 
1.01600000  	 7.18777054  	 7.18777055 
1.01604444  	 7.20809491  	 7.20809492 
1.01616296  	 7.27692027  	 7.27692028 
1.01616415  	 7.27776329  	 7.27776329 
1.01616462  	 7.27810599  	 7.27810600 
1.01616557  	 7.27878632  	 7.27878632 
1.01616652  	 7.27946943  	 7.27946944 
1.01616746  	 7.28015537  	 7.28015538 
1.01616841  	 7.28084415  	 7.28084415 
1.01616888  	 7.28119327  	 7.28119328 
1.01617362  	 7.28469569  	 7.28469569 
1.01617481  	 7.28558453  	 7.28558453 
1.01622222  	 7.32581196  	 7.32581196 
1.01626963  	 7.36795503  	 7.36795504 
1.01628148  	 7.36795504  	 7.36795504 
