Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.47451554  	 6.47452160 
1.01222222  	 6.62483376  	 6.62483732 
1.01444444  	 6.76308087  	 6.76308443 
1.01666667  	 6.89213331  	 6.89213687 
1.01888889  	 7.01371198  	 7.01371553 
1.02111111  	 7.12887287  	 7.12887642 
1.02333333  	 7.23817420  	 7.23817776 
1.02555556  	 7.34178309  	 7.34178664 
1.02577778  	 7.35182932  	 7.35182932 
1.02622223  	 7.37173771  	 7.37173771 
1.02666667  	 7.39140647  	 7.39140648 
1.02711111  	 7.41083179  	 7.41083180 
1.02755556  	 7.43000944  	 7.43000944 
1.02777778  	 7.43950042  	 7.43950398 
1.03000000  	 7.53083909  	 7.53084264 
