Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.47912960  	 6.47913566 
1.01222222  	 6.62771982  	 6.62772338 
1.01444444  	 6.76267093  	 6.76267449 
1.01666667  	 6.88671004  	 6.88671360 
1.01888889  	 7.00159360  	 7.00159715 
1.02111111  	 7.10849493  	 7.10849849 
1.02333333  	 7.20821404  	 7.20821760 
1.02555556  	 7.30126648  	 7.30127004 
1.02577778  	 7.31022189  	 7.31022190 
1.02622223  	 7.32793720  	 7.32793720 
1.02666667  	 7.34540123  	 7.34540124 
1.02711111  	 7.36261536  	 7.36261536 
1.02755556  	 7.37958073  	 7.37958074 
1.02777778  	 7.38796870  	 7.38797226 
1.03000000  	 7.46848070  	 7.46848426 
