Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.46162526  	 6.46163133 
1.01222222  	 6.62829193  	 6.62829548 
1.01444444  	 6.80539060  	 6.80539415 
1.01666667  	 7.02478971  	 7.02479327 
1.01688889  	 7.05184422  	 7.05184422 
1.01733334  	 7.11095024  	 7.11095024 
1.01777778  	 7.17915856  	 7.17915857 
1.01822222  	 7.26145132  	 7.26145132 
1.01826667  	 7.27077442  	 7.27077442 
1.01838519  	 7.29690041  	 7.29690041 
1.01850371  	 7.32514038  	 7.32514039 
1.01862223  	 7.35593562  	 7.35593563 
1.01866667  	 7.36825597  	 7.36825598 
1.01888889  	 7.43794882  	 7.43795238 
