Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.46676682  	 6.46677288 
1.01222222  	 6.62075438  	 6.62075793 
1.01444444  	 6.76675971  	 6.76676327 
1.01666667  	 6.90896415  	 6.90896771 
1.01888889  	 7.05024771  	 7.05025126 
1.02111111  	 7.19271882  	 7.19272238 
1.02333333  	 7.33758282  	 7.33758638 
1.02355555  	 7.35220323  	 7.35220323 
1.02400000  	 7.38149383  	 7.38149383 
1.02444445  	 7.41083651  	 7.41083651 
1.02488889  	 7.44020194  	 7.44020195 
1.02533334  	 7.46955262  	 7.46955262 
1.02555556  	 7.48420682  	 7.48421038 
1.02777778  	 7.62816771  	 7.62817126 
