Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.46218307  	 6.46218914 
1.01222222  	 6.62110929  	 6.62111285 
1.01444444  	 6.77837862  	 6.77838218 
1.01666667  	 6.94316084  	 6.94316440 
1.01888889  	 7.12709328  	 7.12709684 
1.02111111  	 7.35011906  	 7.35012261 
1.02133333  	 7.37581352  	 7.37581353 
1.02177778  	 7.42958783  	 7.42958783 
1.02222222  	 7.48677646  	 7.48677647 
1.02266666  	 7.54747007  	 7.54747008 
1.02311111  	 7.61132498  	 7.61132499 
1.02333333  	 7.64412795  	 7.64413150 
