Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.49930779  	 6.49931385 
1.01222222  	 6.63374690  	 6.63375046 
1.01444444  	 6.74983223  	 6.74983579 
1.01666667  	 6.85122601  	 6.85122956 
1.01888889  	 6.94071223  	 6.94071579 
1.02111111  	 7.02042423  	 7.02042779 
1.02333333  	 7.09200112  	 7.09200467 
1.02355555  	 7.09876511  	 7.09876512 
1.02400000  	 7.11208834  	 7.11208835 
1.02444445  	 7.12515119  	 7.12515119 
1.02488889  	 7.13796186  	 7.13796186 
1.02533334  	 7.15052821  	 7.15052821 
1.02555556  	 7.15671934  	 7.15672290 
1.02777778  	 7.21559223  	 7.21559578 
1.03000000  	 7.26943045  	 7.26943401 
