Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01156843  	 6.61214316  	 6.61214922 
1.01226028  	 6.68173605  	 6.68173960 
1.01295212  	 6.76435649  	 6.76436005 
1.01364396  	 6.87928982  	 6.87929338 
1.0138169225  	 6.9206008154  	 6.9206008159 
1.0141628475  	 7.0587074198  	 7.0587074203 
1.0142060881  	 7.0919462528  	 7.0919462532 
1.0142349152  	 7.1207764280  	 7.1207764283 
1.0142637423  	 7.1600459272  	 7.1600459275 
1.0142709491  	 7.1727790089  	 7.1727790093 
1.0142738318  	 7.1783805434  	 7.1783805437 
1.0142767145  	 7.1843342372  	 7.1843342374 
1.0142770028  	 7.1849510406  	 7.1849510406 
1.0142775793  	 7.1861968566  	 7.1861968566 
1.0142781558  	 7.1874596656  	 7.1874596656 
1.0142787324  	 7.1887402293  	 7.1887402294 
1.0142793089  	 7.1900386696  	 7.1900386697 
1.0142795972  	 7.1906949751  	 7.1906949753 
1.0142824799  	 7.1975324367  	 7.1975324377 
1.0142853626  	 7.2049371794  	 7.2049371802 
1.0142925694  	 7.2268476139  	 7.2268476141 
1.01433581  	 7.37928626  	 7.37928982 
