Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.48856387  	 6.48856994 
1.01333333  	 6.69953631  	 6.69953987 
1.01666667  	 6.87766609  	 6.87766964 
1.02000000  	 7.03078965  	 7.03079320 
1.02333333  	 7.16402698  	 7.16403054 
1.02366666  	 7.17640653  	 7.17640653 
1.02433333  	 7.20068287  	 7.20068288 
1.02500000  	 7.22434164  	 7.22434164 
1.02566667  	 7.24740336  	 7.24740337 
1.02633334  	 7.26988735  	 7.26988736 
1.02666667  	 7.28091587  	 7.28091942 
1.03000000  	 7.38398431  	 7.38398787 
