Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.48391343  	 6.48391949 
1.01222222  	 6.63069032  	 6.63069387 
1.01444444  	 6.76250543  	 6.76250899 
1.01666667  	 6.88211432  	 6.88211787 
1.01888889  	 6.99142632  	 6.99142988 
1.02111111  	 7.09182099  	 7.09182454 
1.02333333  	 7.18434010  	 7.18434366 
1.02555556  	 7.26976943  	 7.26977299 
1.02577778  	 7.27794677  	 7.27794677 
1.02622223  	 7.29410859  	 7.29410860 
1.02666667  	 7.31001736  	 7.31001737 
1.02711111  	 7.32567690  	 7.32567691 
1.02755556  	 7.34109089  	 7.34109089 
1.02777778  	 7.34870632  	 7.34870987 
1.03000000  	 7.42162721  	 7.42163076 
