Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.44780640  	 6.44781248 
1.01222222  	 6.60280224  	 6.60280721 
1.01444444  	 6.76278921  	 6.76279368 
1.01666667  	 6.94877861  	 6.94878257 
1.01888889  	 7.22067997  	 7.22068333 
1.01891111  	 7.22445344  	 7.22445952 
1.01946111  	 7.33283638  	 7.33283886 
1.01951611  	 7.34573728  	 7.34574336 
1.01957897  	 7.36111088  	 7.36111298 
1.01964182  	 7.37720884  	 7.37721089 
1.01970468  	 7.39411887  	 7.39412883 
1.01976754  	 7.41193662  	 7.41194632 
1.01983040  	 7.43076406  	 7.43077347 
1.01989325  	 7.45073741  	 7.45074652 
1.01995611  	 7.47200486  	 7.47201365 
1.02001111  	 7.49180066  	 7.49180279 
