Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.44939328  	 6.44939936 
1.01222222  	 6.60852274  	 6.60852771 
1.01444444  	 6.77997501  	 6.77997946 
1.01666667  	 7.00741889  	 7.00742280 
1.01668889  	 7.01037664  	 7.01038272 
1.01723889  	 7.09264363  	 7.09264680 
1.01778889  	 7.20364889  	 7.20365179 
1.01784389  	 7.21754048  	 7.21754656 
1.01790675  	 7.23435147  	 7.23435397 
1.01796960  	 7.25231297  	 7.25231542 
1.01803246  	 7.27163559  	 7.27163799 
1.01809532  	 7.29257986  	 7.29258219 
1.01815818  	 7.31549574  	 7.31549801 
1.01822103  	 7.34085635  	 7.34085854 
1.01828389  	 7.36935667  	 7.36935878 
1.01833889  	 7.39765276  	 7.39765531 
